IDBerco;DiaTaxaOcupacao;MêsTaxaOcupacao;AnoTaxaOcupacao;TempoEmMinutosdiasFlagCarga
ARE5005;11;fev;2025;0
ARE5005;15;jan;2025;900
ARE5005;7;jun;2025;0
ARE5005;6;abr;2025;925
ARE5005;26;jan;2025;1440
ARE5005;18;fev;2025;1440
ARE5005;30;abr;2025;895
ARE5005;17;mai;2025;1440
ARE5005;14;abr;2025;545
NTR4102;15;mai;2025;1440
NTR4102;4;abr;2025;1440
NTR4102;27;fev;2025;1440
NTR4102;19;jan;2025;1440
NTR4102;22;jun;2025;0
NTR4102;16;abr;2025;1440
NTR4102;27;jan;2025;1440
NTR4102;1;mar;2025;1440
NTR4102;13;abr;2025;1440
NTR4102;8;jan;2025;1440
NTR4102;26;mai;2025;1440
NTR4102;29;jan;2025;1440
NTR4102;27;jun;2025;1263
NTR4102;19;jun;2025;80
NTR4102;18;abr;2025;1440
NTR4102;20;mai;2025;1440
NTR4102;21;jan;2025;1440
NTR4102;8;fev;2025;1440
NTR4102;21;abr;2025;1440
NTR4102;2;mai;2025;1440
NTR4102;5;mai;2025;1440
NTR4102;26;fev;2025;1440
NTR4102;4;fev;2025;1440
NTR4102;18;mar;2025;1440
NTR4102;15;jun;2025;1440
NTR4102;14;jan;2025;1440
NTR4102;5;jun;2025;1440
NTR4102;23;jan;2025;1440
NTR4102;7;abr;2025;1440
NTR4102;23;jun;2025;0
NTR4102;2;fev;2025;1440
NTR4102;20;mar;2025;1440
NTR4102;10;jun;2025;1440
NTR4102;9;jun;2025;1440
NTR4102;1;jan;2025;1440
NTR4102;17;mar;2025;1440
NTR4102;23;mai;2025;1440
NTR4102;2;mar;2025;1440
NTR4102;2;abr;2025;1440
NTR4102;9;jan;2025;1440
NTR4102;4;jun;2025;1440
NTR4102;25;jan;2025;1440
NTR4102;27;mai;2025;1440
NTR4102;10;mar;2025;1440
NTR4102;11;abr;2025;1440
NTR4102;25;fev;2025;1440
NTR4102;5;jan;2025;1440
NTR4102;21;mar;2025;1440
NTR4102;30;mai;2025;1440
NTR4102;1;fev;2025;1440
NTR4102;29;mar;2025;1440
NTR4102;21;jun;2025;0
NTR4102;13;fev;2025;1440
NTR4102;21;mai;2025;1440
NTR4102;24;mar;2025;1440
NTR4102;31;jan;2025;1440
NTR4102;14;mai;2025;1440
NTR4102;29;mai;2025;1440
NTR4102;10;abr;2025;1440
NTR4102;15;mar;2025;1440
NTR4102;6;jun;2025;1440
NTR4102;16;jan;2025;1440
NTR4102;22;jan;2025;1440
NTR4102;5;abr;2025;1440
NTR4102;9;mar;2025;1440
NTR4102;6;mai;2025;1440
NTR4102;23;abr;2025;1440
NTR4102;28;fev;2025;1440
NTR4102;3;abr;2025;1440
NTR4102;4;mai;2025;1440
NTR4102;20;fev;2025;1440
NTR4102;15;abr;2025;1440
NTR4102;25;mai;2025;1440
NTR4102;27;abr;2025;1440
NTR4102;16;mar;2025;1440
NTR4102;17;fev;2025;1440
NTR4102;11;jan;2025;1440
NTR4102;28;mai;2025;1440
NTR4102;17;jan;2025;1440
NTR4102;6;jan;2025;1440
NTR4102;2;jun;2025;1440
NTR4102;24;jan;2025;1440
NTR4102;3;jun;2025;1440
NTR4102;20;jun;2025;0
NTR4102;19;abr;2025;1440
NTR4102;22;mar;2025;1440
NTR4102;23;fev;2025;1440
NTR4102;24;mai;2025;1440
NTR4102;7;jan;2025;1440
NTR4102;14;fev;2025;1440
NTR4102;25;jun;2025;0
NTR4102;11;jun;2025;1440
NTR4102;29;jun;2025;1100
NTR4102;21;fev;2025;1440
NTR4102;1;abr;2025;1440
NTR4102;7;mai;2025;1440
NTR4102;17;jun;2025;0
NTR4102;26;abr;2025;1440
NTR4102;7;fev;2025;1440
NTR4102;29;abr;2025;1440
NTR4102;3;jan;2025;1440
NTR4102;13;jun;2025;1440
NTR4102;12;abr;2025;1440
NTR4102;3;mar;2025;1440
NTR4102;22;mai;2025;1440
NTR4102;10;jan;2025;1440
NTR4102;28;mar;2025;1440
NTR4102;13;mai;2025;1440
NTR4102;16;jun;2025;460
NTR4102;3;mai;2025;1440
NTR4102;30;jan;2025;1440
NTR4102;5;mar;2025;1440
NTR4102;2;jan;2025;1440
NTR4102;6;fev;2025;1440
NTR4102;20;jan;2025;1440
NTR4102;12;mar;2025;1440
NTR4102;8;abr;2025;1440
NTR4102;11;mai;2025;1440
NTR4102;6;mar;2025;1440
NTR4102;27;mar;2025;1440
NTR4102;12;mai;2025;1440
NTR4102;19;fev;2025;1440
NTR4102;12;fev;2025;1440
NTR4102;5;fev;2025;1440
NTR4102;23;mar;2025;1440
NTR4102;13;jan;2025;1440
NTR4102;12;jun;2025;1440
NTR4102;20;abr;2025;1440
NTR4102;18;mai;2025;1440
NTR4102;18;jan;2025;1440
NTR4102;18;jun;2025;1026
NTR4102;26;mar;2025;1440
NTR4102;28;jan;2025;1440
NTR4102;9;mai;2025;1440
NTR4102;17;abr;2025;1440
NTR4102;24;fev;2025;1440
NTR4102;12;jan;2025;1440
NTR4102;14;jun;2025;1440
NTR4102;1;mai;2025;1440
NTR4102;15;fev;2025;1440
NTR4102;19;mai;2025;1440
NTR4102;16;fev;2025;1440
NTR4102;25;abr;2025;1440
NTR4102;28;jun;2025;1440
NTR4102;8;mai;2025;1440
NTR4102;25;mar;2025;1440
NTR4102;22;fev;2025;1440
NTR4102;7;mar;2025;1440
NTR4102;22;abr;2025;1440
NTR4102;10;mai;2025;1440
NTR4102;16;mai;2025;1440
NTR4102;3;fev;2025;1440
NTR4102;9;abr;2025;1440
NTR4102;13;mar;2025;1440
NTR4102;19;mar;2025;1440
NTR4102;8;jun;2025;1440
NTR4102;30;jun;2025;0
NTR4102;9;fev;2025;1440
NTR4102;24;abr;2025;1440
NTR4102;14;mar;2025;1440
NTR4102;24;jun;2025;0
NTR4102;28;abr;2025;1440
NTR4102;8;mar;2025;1440
NTR4102;4;jan;2025;1440
NTR4102;26;jun;2025;0
NTR4102;11;mar;2025;1440
NTR4102;4;mar;2025;1440
NTR4102;10;fev;2025;1440
NTR4102;30;mar;2025;1440
NTR4102;1;jun;2025;1440
NTR4102;31;mar;2025;1440
NTR4102;31;mai;2025;1440
NTR4102;11;fev;2025;1440
NTR4102;15;jan;2025;1440
NTR4102;7;jun;2025;1440
NTR4102;6;abr;2025;1440
NTR4102;26;jan;2025;1440
NTR4102;18;fev;2025;1440
NTR4102;30;abr;2025;1440
NTR4102;17;mai;2025;1440
NTR4102;14;abr;2025;1440
PNG0201;15;mai;2025;1440
PNG0201;4;abr;2025;0
PNG0201;27;fev;2025;1440
PNG0201;19;jan;2025;1440
PNG0201;22;jun;2025;1025
PNG0201;16;abr;2025;1440
PNG0201;27;jan;2025;1440
PNG0201;1;mar;2025;1440
PNG0201;13;abr;2025;0
PNG0201;8;jan;2025;1440
PNG0201;26;mai;2025;1440
PNG0201;29;jan;2025;1440
PNG0201;27;jun;2025;1440
PNG0201;19;jun;2025;1298
PNG0201;18;abr;2025;5
PNG0201;20;mai;2025;0
PNG0201;21;jan;2025;1440
PNG0201;8;fev;2025;1440
PNG0201;21;abr;2025;0
PNG0201;2;mai;2025;1352
PNG0201;5;mai;2025;1348
PNG0201;26;fev;2025;1295
PNG0201;4;fev;2025;1440
PNG0201;18;mar;2025;1440
PNG0201;15;jun;2025;370
PNG0201;14;jan;2025;1440
PNG0201;5;jun;2025;1440
PNG0201;23;jan;2025;1295
PNG0201;7;abr;2025;0
PNG0201;23;jun;2025;1440
PNG0201;2;fev;2025;1355
PNG0201;20;mar;2025;1440
PNG0201;10;jun;2025;1440
PNG0201;9;jun;2025;1440
PNG0201;1;jan;2025;1440
PNG0201;17;mar;2025;1440
PNG0201;23;mai;2025;1440
PNG0201;2;mar;2025;80
PNG0201;2;abr;2025;1440
PNG0201;9;jan;2025;1440
PNG0201;4;jun;2025;1305
PNG0201;25;jan;2025;1440
PNG0201;27;mai;2025;1360
PNG0201;10;mar;2025;1440
PNG0201;11;abr;2025;0
PNG0201;25;fev;2025;1440
PNG0201;5;jan;2025;635
PNG0201;21;mar;2025;1440
PNG0201;30;mai;2025;1440
PNG0201;1;fev;2025;1440
PNG0201;29;mar;2025;1440
PNG0201;21;jun;2025;1440
PNG0201;13;fev;2025;1335
PNG0201;21;mai;2025;0
PNG0201;24;mar;2025;0
PNG0201;31;jan;2025;1440
PNG0201;14;mai;2025;1440
PNG0201;29;mai;2025;310
PNG0201;10;abr;2025;0
PNG0201;15;mar;2025;1440
PNG0201;6;jun;2025;1440
PNG0201;16;jan;2025;1350
PNG0201;22;jan;2025;1440
PNG0201;5;abr;2025;0
PNG0201;9;mar;2025;1090
PNG0201;6;mai;2025;1440
PNG0201;23;abr;2025;0
PNG0201;28;fev;2025;1440
PNG0201;3;abr;2025;340
PNG0201;4;mai;2025;1440
PNG0201;20;fev;2025;1440
PNG0201;15;abr;2025;1440
PNG0201;25;mai;2025;1440
PNG0201;27;abr;2025;0
PNG0201;16;mar;2025;1380
PNG0201;17;fev;2025;1440
PNG0201;11;jan;2025;1440
PNG0201;28;mai;2025;1420
PNG0201;17;jan;2025;1440
PNG0201;6;jan;2025;1440
PNG0201;2;jun;2025;1440
PNG0201;24;jan;2025;1291
PNG0201;3;jun;2025;1440
PNG0201;20;jun;2025;1440
PNG0201;19;abr;2025;0
PNG0201;22;mar;2025;615
PNG0201;23;fev;2025;1185
PNG0201;24;mai;2025;1440
PNG0201;7;jan;2025;1440
PNG0201;14;fev;2025;1440
PNG0201;25;jun;2025;1440
PNG0201;11;jun;2025;1005
PNG0201;29;jun;2025;1347
PNG0201;21;fev;2025;1440
PNG0201;1;abr;2025;1440
PNG0201;7;mai;2025;1440
PNG0201;17;jun;2025;1440
PNG0201;26;abr;2025;0
PNG0201;7;fev;2025;860
PNG0201;29;abr;2025;1410
PNG0201;3;jan;2025;1030
PNG0201;13;jun;2025;1240
PNG0201;12;abr;2025;0
PNG0201;3;mar;2025;0
PNG0201;22;mai;2025;280
PNG0201;10;jan;2025;1345
PNG0201;28;mar;2025;1380
PNG0201;13;mai;2025;1440
PNG0201;16;jun;2025;550
PNG0201;3;mai;2025;1440
PNG0201;30;jan;2025;1440
PNG0201;5;mar;2025;250
PNG0201;2;jan;2025;1440
PNG0201;6;fev;2025;1360
PNG0201;20;jan;2025;1440
PNG0201;12;mar;2025;1440
PNG0201;8;abr;2025;0
PNG0201;11;mai;2025;1440
PNG0201;6;mar;2025;1440
PNG0201;27;mar;2025;0
PNG0201;12;mai;2025;1155
PNG0201;19;fev;2025;1440
PNG0201;12;fev;2025;1440
PNG0201;5;fev;2025;1440
PNG0201;23;mar;2025;0
PNG0201;13;jan;2025;1440
PNG0201;12;jun;2025;1440
PNG0201;20;abr;2025;0
PNG0201;18;mai;2025;0
PNG0201;18;jan;2025;1440
PNG0201;18;jun;2025;1233
PNG0201;26;mar;2025;0
PNG0201;28;jan;2025;1365
PNG0201;9;mai;2025;1440
PNG0201;17;abr;2025;1440
PNG0201;24;fev;2025;1440
PNG0201;12;jan;2025;1440
PNG0201;14;jun;2025;1440
PNG0201;1;mai;2025;1440
PNG0201;15;fev;2025;1440
PNG0201;19;mai;2025;0
PNG0201;16;fev;2025;1440
PNG0201;25;abr;2025;0
PNG0201;28;jun;2025;1440
PNG0201;8;mai;2025;1440
PNG0201;25;mar;2025;0
PNG0201;22;fev;2025;1430
PNG0201;7;mar;2025;1440
PNG0201;22;abr;2025;0
PNG0201;10;mai;2025;1440
PNG0201;16;mai;2025;1440
PNG0201;3;fev;2025;1440
PNG0201;9;abr;2025;0
PNG0201;13;mar;2025;1440
PNG0201;19;mar;2025;1347
PNG0201;8;jun;2025;1440
PNG0201;30;jun;2025;1440
PNG0201;9;fev;2025;1440
PNG0201;24;abr;2025;0
PNG0201;14;mar;2025;1440
PNG0201;24;jun;2025;1440
PNG0201;28;abr;2025;0
PNG0201;8;mar;2025;1440
PNG0201;4;jan;2025;505
PNG0201;26;jun;2025;1310
PNG0201;11;mar;2025;1440
PNG0201;4;mar;2025;0
PNG0201;10;fev;2025;1345
PNG0201;30;mar;2025;1440
PNG0201;1;jun;2025;1330
PNG0201;31;mar;2025;335
PNG0201;31;mai;2025;1440
PNG0201;11;fev;2025;1440
PNG0201;15;jan;2025;1440
PNG0201;7;jun;2025;1440
PNG0201;6;abr;2025;0
PNG0201;26;jan;2025;1440
PNG0201;18;fev;2025;1350
PNG0201;30;abr;2025;1440
PNG0201;17;mai;2025;750
PNG0201;14;abr;2025;1140
RIG0046;15;mai;2025;0
RIG0046;4;abr;2025;0
RIG0046;27;fev;2025;1440
RIG0046;19;jan;2025;0
RIG0046;22;jun;2025;1210
RIG0046;16;abr;2025;0
RIG0046;27;jan;2025;1440
RIG0046;1;mar;2025;587
RIG0046;13;abr;2025;0
RIG0046;8;jan;2025;0
RIG0046;26;mai;2025;510
RIG0046;29;jan;2025;1440
RIG0046;27;jun;2025;0
RIG0046;19;jun;2025;1440
RIG0046;18;abr;2025;0
RIG0046;20;mai;2025;0
RIG0046;21;jan;2025;1440
RIG0046;8;fev;2025;965
RIG0046;21;abr;2025;0
RIG0046;2;mai;2025;1440
RIG0046;5;mai;2025;0
RIG0046;26;fev;2025;1440
RIG0046;4;fev;2025;253
RIG0046;18;mar;2025;0
RIG0046;15;jun;2025;1440
RIG0046;14;jan;2025;1440
RIG0046;5;jun;2025;1440
RIG0046;23;jan;2025;0
RIG0046;7;abr;2025;0
RIG0046;23;jun;2025;1440
RIG0046;2;fev;2025;1440
RIG0046;20;mar;2025;215
RIG0046;10;jun;2025;1440
RIG0046;9;jun;2025;1440
RIG0046;1;jan;2025;0
RIG0046;17;mar;2025;0
RIG0046;23;mai;2025;1280
RIG0046;2;mar;2025;1425
RIG0046;2;abr;2025;450
RIG0046;9;jan;2025;410
RIG0046;4;jun;2025;1440
RIG0046;25;jan;2025;0
RIG0046;27;mai;2025;40
RIG0046;10;mar;2025;0
RIG0046;11;abr;2025;0
RIG0046;25;fev;2025;630
RIG0046;5;jan;2025;0
RIG0046;21;mar;2025;1440
RIG0046;30;mai;2025;1440
RIG0046;1;fev;2025;1440
RIG0046;29;mar;2025;0
RIG0046;21;jun;2025;1440
RIG0046;13;fev;2025;1440
RIG0046;21;mai;2025;388
RIG0046;24;mar;2025;1440
RIG0046;31;jan;2025;1440
RIG0046;14;mai;2025;140
RIG0046;29;mai;2025;1440
RIG0046;10;abr;2025;0
RIG0046;15;mar;2025;0
RIG0046;6;jun;2025;1440
RIG0046;16;jan;2025;1440
RIG0046;22;jan;2025;2
RIG0046;5;abr;2025;0
RIG0046;9;mar;2025;0
RIG0046;6;mai;2025;0
RIG0046;23;abr;2025;0
RIG0046;28;fev;2025;1308
RIG0046;3;abr;2025;1055
RIG0046;4;mai;2025;0
RIG0046;20;fev;2025;1045
RIG0046;15;abr;2025;0
RIG0046;25;mai;2025;1440
RIG0046;27;abr;2025;435
RIG0046;16;mar;2025;0
RIG0046;17;fev;2025;1410
RIG0046;11;jan;2025;1440
RIG0046;28;mai;2025;1440
RIG0046;17;jan;2025;1245
RIG0046;6;jan;2025;0
RIG0046;2;jun;2025;0
RIG0046;24;jan;2025;0
RIG0046;3;jun;2025;290
RIG0046;20;jun;2025;1440
RIG0046;19;abr;2025;0
RIG0046;22;mar;2025;1440
RIG0046;23;fev;2025;0
RIG0046;24;mai;2025;1440
RIG0046;7;jan;2025;0
RIG0046;14;fev;2025;1430
RIG0046;25;jun;2025;1140
RIG0046;11;jun;2025;1270
RIG0046;29;jun;2025;0
RIG0046;21;fev;2025;1415
RIG0046;1;abr;2025;0
RIG0046;7;mai;2025;0
RIG0046;17;jun;2025;880
RIG0046;26;abr;2025;0
RIG0046;7;fev;2025;570
RIG0046;29;abr;2025;0
RIG0046;3;jan;2025;0
RIG0046;13;jun;2025;0
RIG0046;12;abr;2025;0
RIG0046;3;mar;2025;1410
RIG0046;22;mai;2025;0
RIG0046;10;jan;2025;1440
RIG0046;28;mar;2025;765
RIG0046;13;mai;2025;1440
RIG0046;16;jun;2025;1440
RIG0046;3;mai;2025;620
RIG0046;30;jan;2025;1440
RIG0046;5;mar;2025;0
RIG0046;2;jan;2025;0
RIG0046;6;fev;2025;0
RIG0046;20;jan;2025;700
RIG0046;12;mar;2025;0
RIG0046;8;abr;2025;0
RIG0046;11;mai;2025;1440
RIG0046;6;mar;2025;300
RIG0046;27;mar;2025;1440
RIG0046;12;mai;2025;1440
RIG0046;19;fev;2025;735
RIG0046;12;fev;2025;1355
RIG0046;5;fev;2025;0
RIG0046;23;mar;2025;1440
RIG0046;13;jan;2025;1440
RIG0046;12;jun;2025;1090
RIG0046;20;abr;2025;0
RIG0046;18;mai;2025;0
RIG0046;18;jan;2025;0
RIG0046;18;jun;2025;1440
RIG0046;26;mar;2025;840
RIG0046;28;jan;2025;1440
RIG0046;9;mai;2025;1220
RIG0046;17;abr;2025;0
RIG0046;24;fev;2025;0
RIG0046;12;jan;2025;1440
RIG0046;14;jun;2025;690
RIG0046;1;mai;2025;860
RIG0046;15;fev;2025;1425
RIG0046;19;mai;2025;0
RIG0046;16;fev;2025;1435
RIG0046;25;abr;2025;0
RIG0046;28;jun;2025;0
RIG0046;8;mai;2025;0
RIG0046;25;mar;2025;970
RIG0046;22;fev;2025;195
RIG0046;7;mar;2025;875
RIG0046;22;abr;2025;0
RIG0046;10;mai;2025;1440
RIG0046;16;mai;2025;0
RIG0046;3;fev;2025;1440
RIG0046;9;abr;2025;0
RIG0046;13;mar;2025;0
RIG0046;19;mar;2025;0
RIG0046;8;jun;2025;538
RIG0046;30;jun;2025;0
RIG0046;9;fev;2025;980
RIG0046;24;abr;2025;0
RIG0046;14;mar;2025;0
RIG0046;24;jun;2025;1440
RIG0046;28;abr;2025;0
RIG0046;8;mar;2025;0
RIG0046;4;jan;2025;0
RIG0046;26;jun;2025;630
RIG0046;11;mar;2025;0
RIG0046;4;mar;2025;170
RIG0046;10;fev;2025;1250
RIG0046;30;mar;2025;0
RIG0046;1;jun;2025;390
RIG0046;31;mar;2025;0
RIG0046;31;mai;2025;1440
RIG0046;11;fev;2025;940
RIG0046;15;jan;2025;1440
RIG0046;7;jun;2025;1040
RIG0046;6;abr;2025;0
RIG0046;26;jan;2025;560
RIG0046;18;fev;2025;1423
RIG0046;30;abr;2025;0
RIG0046;17;mai;2025;0
RIG0046;14;abr;2025;0
RIG3312;15;mai;2025;1151
RIG3312;4;abr;2025;0
RIG3312;27;fev;2025;694
RIG3312;19;jan;2025;0
RIG3312;22;jun;2025;950
RIG3312;16;abr;2025;0
RIG3312;27;jan;2025;0
RIG3312;1;mar;2025;0
RIG3312;13;abr;2025;0
RIG3312;8;jan;2025;180
RIG3312;26;mai;2025;570
RIG3312;29;jan;2025;0
RIG3312;27;jun;2025;0
RIG3312;19;jun;2025;965
RIG3312;18;abr;2025;0
RIG3312;20;mai;2025;0
RIG3312;21;jan;2025;0
RIG3312;8;fev;2025;0
RIG3312;21;abr;2025;0
RIG3312;2;mai;2025;630
RIG3312;5;mai;2025;0
RIG3312;26;fev;2025;0
RIG3312;4;fev;2025;485
RIG3312;18;mar;2025;0
RIG3312;15;jun;2025;840
RIG3312;14;jan;2025;0
RIG3312;5;jun;2025;830
RIG3312;23;jan;2025;0
RIG3312;7;abr;2025;0
RIG3312;23;jun;2025;625
RIG3312;2;fev;2025;0
RIG3312;20;mar;2025;0
RIG3312;10;jun;2025;40
RIG3312;9;jun;2025;1290
RIG3312;1;jan;2025;0
RIG3312;17;mar;2025;0
RIG3312;23;mai;2025;985
RIG3312;2;mar;2025;0
RIG3312;2;abr;2025;0
RIG3312;9;jan;2025;210
RIG3312;4;jun;2025;260
RIG3312;25;jan;2025;120
RIG3312;27;mai;2025;0
RIG3312;10;mar;2025;0
RIG3312;11;abr;2025;0
RIG3312;25;fev;2025;0
RIG3312;5;jan;2025;0
RIG3312;21;mar;2025;0
RIG3312;30;mai;2025;1440
RIG3312;1;fev;2025;1125
RIG3312;29;mar;2025;0
RIG3312;21;jun;2025;925
RIG3312;13;fev;2025;0
RIG3312;21;mai;2025;0
RIG3312;24;mar;2025;1285
RIG3312;31;jan;2025;217
RIG3312;14;mai;2025;150
RIG3312;29;mai;2025;15
RIG3312;10;abr;2025;0
RIG3312;15;mar;2025;385
RIG3312;6;jun;2025;0
RIG3312;16;jan;2025;0
RIG3312;22;jan;2025;0
RIG3312;5;abr;2025;70
RIG3312;9;mar;2025;0
RIG3312;6;mai;2025;0
RIG3312;23;abr;2025;420
RIG3312;28;fev;2025;0
RIG3312;3;abr;2025;0
RIG3312;4;mai;2025;960
RIG3312;20;fev;2025;0
RIG3312;15;abr;2025;0
RIG3312;25;mai;2025;320
RIG3312;27;abr;2025;1240
RIG3312;16;mar;2025;0
RIG3312;17;fev;2025;0
RIG3312;11;jan;2025;0
RIG3312;28;mai;2025;0
RIG3312;17;jan;2025;0
RIG3312;6;jan;2025;1105
RIG3312;2;jun;2025;722
RIG3312;24;jan;2025;0
RIG3312;3;jun;2025;675
RIG3312;20;jun;2025;1140
RIG3312;19;abr;2025;655
RIG3312;22;mar;2025;0
RIG3312;23;fev;2025;0
RIG3312;24;mai;2025;0
RIG3312;7;jan;2025;0
RIG3312;14;fev;2025;0
RIG3312;25;jun;2025;0
RIG3312;11;jun;2025;0
RIG3312;29;jun;2025;1440
RIG3312;21;fev;2025;250
RIG3312;1;abr;2025;0
RIG3312;7;mai;2025;0
RIG3312;17;jun;2025;0
RIG3312;26;abr;2025;0
RIG3312;7;fev;2025;1380
RIG3312;29;abr;2025;0
RIG3312;3;jan;2025;900
RIG3312;13;jun;2025;780
RIG3312;12;abr;2025;0
RIG3312;3;mar;2025;0
RIG3312;22;mai;2025;1248
RIG3312;10;jan;2025;0
RIG3312;28;mar;2025;0
RIG3312;13;mai;2025;0
RIG3312;16;jun;2025;830
RIG3312;3;mai;2025;0
RIG3312;30;jan;2025;0
RIG3312;5;mar;2025;0
RIG3312;2;jan;2025;0
RIG3312;6;fev;2025;1035
RIG3312;20;jan;2025;0
RIG3312;12;mar;2025;0
RIG3312;8;abr;2025;0
RIG3312;11;mai;2025;0
RIG3312;6;mar;2025;0
RIG3312;27;mar;2025;0
RIG3312;12;mai;2025;0
RIG3312;19;fev;2025;0
RIG3312;12;fev;2025;0
RIG3312;5;fev;2025;580
RIG3312;23;mar;2025;820
RIG3312;13;jan;2025;0
RIG3312;12;jun;2025;370
RIG3312;20;abr;2025;0
RIG3312;18;mai;2025;910
RIG3312;18;jan;2025;0
RIG3312;18;jun;2025;1010
RIG3312;26;mar;2025;0
RIG3312;28;jan;2025;0
RIG3312;9;mai;2025;210
RIG3312;17;abr;2025;0
RIG3312;24;fev;2025;0
RIG3312;12;jan;2025;610
RIG3312;14;jun;2025;0
RIG3312;1;mai;2025;280
RIG3312;15;fev;2025;0
RIG3312;19;mai;2025;0
RIG3312;16;fev;2025;0
RIG3312;25;abr;2025;510
RIG3312;28;jun;2025;510
RIG3312;8;mai;2025;730
RIG3312;25;mar;2025;125
RIG3312;22;fev;2025;890
RIG3312;7;mar;2025;0
RIG3312;22;abr;2025;715
RIG3312;10;mai;2025;0
RIG3312;16;mai;2025;0
RIG3312;3;fev;2025;830
RIG3312;9;abr;2025;0
RIG3312;13;mar;2025;460
RIG3312;19;mar;2025;0
RIG3312;8;jun;2025;1260
RIG3312;30;jun;2025;435
RIG3312;9;fev;2025;555
RIG3312;24;abr;2025;335
RIG3312;14;mar;2025;0
RIG3312;24;jun;2025;455
RIG3312;28;abr;2025;985
RIG3312;8;mar;2025;0
RIG3312;4;jan;2025;0
RIG3312;26;jun;2025;0
RIG3312;11;mar;2025;955
RIG3312;4;mar;2025;0
RIG3312;10;fev;2025;1215
RIG3312;30;mar;2025;0
RIG3312;1;jun;2025;1280
RIG3312;31;mar;2025;0
RIG3312;31;mai;2025;1265
RIG3312;11;fev;2025;260
RIG3312;15;jan;2025;0
RIG3312;7;jun;2025;900
RIG3312;6;abr;2025;255
RIG3312;26;jan;2025;1115
RIG3312;18;fev;2025;0
RIG3312;30;abr;2025;0
RIG3312;17;mai;2025;75
RIG3312;14;abr;2025;0
RIG3142;15;mai;2025;0
RIG3142;4;abr;2025;0
RIG3142;27;fev;2025;0
RIG3142;19;jan;2025;0
RIG3142;22;jun;2025;0
RIG3142;16;abr;2025;0
RIG3142;27;jan;2025;0
RIG3142;1;mar;2025;0
RIG3142;13;abr;2025;0
RIG3142;8;jan;2025;0
RIG3142;26;mai;2025;0
RIG3142;29;jan;2025;0
RIG3142;27;jun;2025;0
RIG3142;19;jun;2025;0
RIG3142;18;abr;2025;0
RIG3142;20;mai;2025;0
RIG3142;21;jan;2025;0
RIG3142;8;fev;2025;0
RIG3142;21;abr;2025;0
RIG3142;2;mai;2025;0
RIG3142;5;mai;2025;0
RIG3142;26;fev;2025;0
RIG3142;4;fev;2025;0
RIG3142;18;mar;2025;0
RIG3142;15;jun;2025;0
RIG3142;14;jan;2025;0
RIG3142;5;jun;2025;0
RIG3142;23;jan;2025;0
RIG3142;7;abr;2025;0
RIG3142;23;jun;2025;0
RIG3142;2;fev;2025;0
RIG3142;20;mar;2025;0
RIG3142;10;jun;2025;0
RIG3142;9;jun;2025;0
RIG3142;1;jan;2025;0
RIG3142;17;mar;2025;0
RIG3142;23;mai;2025;0
RIG3142;2;mar;2025;0
RIG3142;2;abr;2025;0
RIG3142;9;jan;2025;0
RIG3142;4;jun;2025;0
RIG3142;25;jan;2025;0
RIG3142;27;mai;2025;0
RIG3142;10;mar;2025;0
RIG3142;11;abr;2025;0
RIG3142;25;fev;2025;0
RIG3142;5;jan;2025;0
RIG3142;21;mar;2025;0
RIG3142;30;mai;2025;0
RIG3142;1;fev;2025;0
RIG3142;29;mar;2025;0
RIG3142;21;jun;2025;0
RIG3142;13;fev;2025;0
RIG3142;21;mai;2025;0
RIG3142;24;mar;2025;0
RIG3142;31;jan;2025;0
RIG3142;14;mai;2025;0
RIG3142;29;mai;2025;0
RIG3142;10;abr;2025;0
RIG3142;15;mar;2025;0
RIG3142;6;jun;2025;0
RIG3142;16;jan;2025;0
RIG3142;22;jan;2025;0
RIG3142;5;abr;2025;0
RIG3142;9;mar;2025;0
RIG3142;6;mai;2025;0
RIG3142;23;abr;2025;0
RIG3142;28;fev;2025;0
RIG3142;3;abr;2025;0
RIG3142;4;mai;2025;0
RIG3142;20;fev;2025;0
RIG3142;15;abr;2025;0
RIG3142;25;mai;2025;0
RIG3142;27;abr;2025;0
RIG3142;16;mar;2025;0
RIG3142;17;fev;2025;0
RIG3142;11;jan;2025;0
RIG3142;28;mai;2025;0
RIG3142;17;jan;2025;0
RIG3142;6;jan;2025;0
RIG3142;2;jun;2025;0
RIG3142;24;jan;2025;0
RIG3142;3;jun;2025;0
RIG3142;20;jun;2025;0
RIG3142;19;abr;2025;0
RIG3142;22;mar;2025;0
RIG3142;23;fev;2025;0
RIG3142;24;mai;2025;0
RIG3142;7;jan;2025;0
RIG3142;14;fev;2025;0
RIG3142;25;jun;2025;0
RIG3142;11;jun;2025;0
RIG3142;29;jun;2025;0
RIG3142;21;fev;2025;0
RIG3142;1;abr;2025;0
RIG3142;7;mai;2025;0
RIG3142;17;jun;2025;0
RIG3142;26;abr;2025;0
RIG3142;7;fev;2025;0
RIG3142;29;abr;2025;0
RIG3142;3;jan;2025;0
RIG3142;13;jun;2025;0
RIG3142;12;abr;2025;0
RIG3142;3;mar;2025;0
RIG3142;22;mai;2025;0
RIG3142;10;jan;2025;0
RIG3142;28;mar;2025;0
RIG3142;13;mai;2025;0
RIG3142;16;jun;2025;0
RIG3142;3;mai;2025;0
RIG3142;30;jan;2025;0
RIG3142;5;mar;2025;0
RIG3142;2;jan;2025;0
