IDBerco;DiaTaxaOcupacao;MêsTaxaOcupacao;AnoTaxaOcupacao;TempoEmMinutosdiasFlagCarga
SSZ0676;6;fev;2025;1440
SSZ0676;20;jan;2025;0
SSZ0676;12;mar;2025;0
SSZ0676;8;abr;2025;345
SSZ0676;11;mai;2025;1440
SSZ0676;6;mar;2025;0
SSZ0676;27;mar;2025;1440
SSZ0676;12;mai;2025;1230
SSZ0676;19;fev;2025;1145
SSZ0676;12;fev;2025;0
SSZ0676;5;fev;2025;1329
SSZ0676;23;mar;2025;1280
SSZ0676;13;jan;2025;1240
SSZ0676;12;jun;2025;1440
SSZ0676;20;abr;2025;1440
SSZ0676;18;mai;2025;1440
SSZ0676;18;jan;2025;0
SSZ0676;18;jun;2025;1440
SSZ0676;26;mar;2025;1440
SSZ0676;28;jan;2025;1005
SSZ0676;9;mai;2025;1440
SSZ0676;17;abr;2025;1440
SSZ0676;24;fev;2025;1440
SSZ0676;12;jan;2025;1120
SSZ0676;14;jun;2025;1440
SSZ0676;1;mai;2025;800
SSZ0676;15;fev;2025;0
SSZ0676;19;mai;2025;1440
SSZ0676;16;fev;2025;0
SSZ0676;25;abr;2025;1440
SSZ0676;28;jun;2025;135
SSZ0676;8;mai;2025;1440
SSZ0676;25;mar;2025;1440
SSZ0676;22;fev;2025;260
SSZ0676;7;mar;2025;0
SSZ0676;22;abr;2025;528
SSZ0676;10;mai;2025;1375
SSZ0676;16;mai;2025;1440
SSZ0676;3;fev;2025;1440
SSZ0676;9;abr;2025;1440
SSZ0676;13;mar;2025;0
SSZ0676;19;mar;2025;1440
SSZ0676;8;jun;2025;1085
SSZ0676;30;jun;2025;0
SSZ0676;9;fev;2025;1440
SSZ0676;24;abr;2025;1430
SSZ0676;14;mar;2025;0
SSZ0676;24;jun;2025;695
SSZ0676;28;abr;2025;1440
SSZ0676;8;mar;2025;0
SSZ0676;4;jan;2025;1440
SSZ0676;26;jun;2025;1440
SSZ0676;11;mar;2025;0
SSZ0676;4;mar;2025;1440
SSZ0676;10;fev;2025;1305
SSZ0676;30;mar;2025;0
SSZ0676;1;jun;2025;1440
SSZ0676;31;mar;2025;0
SSZ0676;31;mai;2025;1355
SSZ0676;11;fev;2025;0
SSZ0676;15;jan;2025;1440
SSZ0676;7;jun;2025;1260
SSZ0676;6;abr;2025;0
SSZ0676;26;jan;2025;1115
SSZ0676;18;fev;2025;0
SSZ0676;30;abr;2025;1440
SSZ0676;17;mai;2025;1440
SSZ0676;14;abr;2025;1440
SSZ0811;15;mai;2025;1440
SSZ0811;4;abr;2025;1296
SSZ0811;27;fev;2025;1179
SSZ0811;19;jan;2025;1250
SSZ0811;22;jun;2025;1167
SSZ0811;16;abr;2025;1044
SSZ0811;27;jan;2025;1422
SSZ0811;1;mar;2025;1157
SSZ0811;13;abr;2025;1300
SSZ0811;8;jan;2025;1165
SSZ0811;26;mai;2025;1342
SSZ0811;29;jan;2025;305
SSZ0811;27;jun;2025;1277
SSZ0811;19;jun;2025;1343
SSZ0811;18;abr;2025;687
SSZ0811;20;mai;2025;1266
SSZ0811;21;jan;2025;1055
SSZ0811;8;fev;2025;1325
SSZ0811;21;abr;2025;1440
SSZ0811;2;mai;2025;690
SSZ0811;5;mai;2025;1254
SSZ0811;26;fev;2025;1156
SSZ0811;4;fev;2025;1180
SSZ0811;18;mar;2025;1033
SSZ0811;15;jun;2025;931
SSZ0811;14;jan;2025;500
SSZ0811;5;jun;2025;1430
SSZ0811;23;jan;2025;1402
SSZ0811;7;abr;2025;1129
SSZ0811;23;jun;2025;1305
SSZ0811;2;fev;2025;1390
SSZ0811;20;mar;2025;1275
SSZ0811;10;jun;2025;1307
SSZ0811;9;jun;2025;1440
SSZ0811;1;jan;2025;1231
SSZ0811;17;mar;2025;1440
SSZ0811;23;mai;2025;911
SSZ0811;2;mar;2025;1115
SSZ0811;2;abr;2025;1057
SSZ0811;9;jan;2025;1050
SSZ0811;4;jun;2025;1253
SSZ0811;25;jan;2025;1347
SSZ0811;27;mai;2025;1102
SSZ0811;10;mar;2025;1440
SSZ0811;11;abr;2025;752
SSZ0811;25;fev;2025;1173
SSZ0811;5;jan;2025;1353
SSZ0811;21;mar;2025;1308
SSZ0811;30;mai;2025;1232
SSZ0811;1;fev;2025;777
SSZ0811;29;mar;2025;978
SSZ0811;21;jun;2025;1195
SSZ0811;13;fev;2025;1180
SSZ0811;21;mai;2025;1302
SSZ0811;24;mar;2025;1095
SSZ0811;31;jan;2025;1309
SSZ0811;14;mai;2025;1262
SSZ0811;29;mai;2025;1351
SSZ0811;10;abr;2025;886
SSZ0811;15;mar;2025;1400
SSZ0811;6;jun;2025;792
SSZ0811;16;jan;2025;1066
SSZ0811;22;jan;2025;845
SSZ0811;5;abr;2025;1100
SSZ0811;9;mar;2025;1195
SSZ0811;6;mai;2025;1258
SSZ0811;23;abr;2025;1313
SSZ0811;28;fev;2025;585
SSZ0811;3;abr;2025;1286
SSZ0811;4;mai;2025;918
SSZ0811;20;fev;2025;1260
SSZ0811;15;abr;2025;899
SSZ0811;25;mai;2025;1440
SSZ0811;27;abr;2025;1440
SSZ0811;16;mar;2025;1256
SSZ0811;17;fev;2025;1100
SSZ0811;11;jan;2025;1310
SSZ0811;28;mai;2025;1219
SSZ0811;17;jan;2025;1126
SSZ0811;6;jan;2025;1440
SSZ0811;2;jun;2025;1241
SSZ0811;24;jan;2025;1042
SSZ0811;3;jun;2025;1275
SSZ0811;20;jun;2025;1254
SSZ0811;19;abr;2025;1430
SSZ0811;22;mar;2025;1310
SSZ0811;23;fev;2025;1335
SSZ0811;24;mai;2025;1257
SSZ0811;7;jan;2025;1285
SSZ0811;14;fev;2025;1035
SSZ0811;25;jun;2025;1198
SSZ0811;11;jun;2025;1212
SSZ0811;29;jun;2025;1195
SSZ0811;21;fev;2025;1128
SSZ0811;1;abr;2025;1137
SSZ0811;7;mai;2025;1203
SSZ0811;17;jun;2025;1228
SSZ0811;26;abr;2025;20
SSZ0811;7;fev;2025;1025
SSZ0811;29;abr;2025;1285
SSZ0811;3;jan;2025;1013
SSZ0811;13;jun;2025;1145
SSZ0811;12;abr;2025;0
SSZ0811;3;mar;2025;1440
SSZ0811;22;mai;2025;1440
SSZ0811;10;jan;2025;1145
SSZ0811;28;mar;2025;929
SSZ0811;13;mai;2025;878
SSZ0811;16;jun;2025;1125
SSZ0811;3;mai;2025;970
SSZ0811;30;jan;2025;1226
SSZ0811;5;mar;2025;1205
SSZ0811;2;jan;2025;1270
SSZ0811;6;fev;2025;1245
SSZ0811;20;jan;2025;1440
SSZ0811;12;mar;2025;1440
SSZ0811;8;abr;2025;1193
SSZ0811;11;mai;2025;1290
SSZ0811;6;mar;2025;1440
SSZ0811;27;mar;2025;1116
SSZ0811;12;mai;2025;1200
SSZ0811;19;fev;2025;1027
SSZ0811;12;fev;2025;1320
SSZ0811;5;fev;2025;814
SSZ0811;23;mar;2025;1192
SSZ0811;13;jan;2025;1040
SSZ0811;12;jun;2025;1083
SSZ0811;20;abr;2025;957
SSZ0811;18;mai;2025;1295
SSZ0811;18;jan;2025;1318
SSZ0811;18;jun;2025;1253
SSZ0811;26;mar;2025;1440
SSZ0811;28;jan;2025;1015
SSZ0811;9;mai;2025;1222
SSZ0811;17;abr;2025;805
SSZ0811;24;fev;2025;1210
SSZ0811;12;jan;2025;1400
SSZ0811;14;jun;2025;1198
SSZ0811;1;mai;2025;1247
SSZ0811;15;fev;2025;1280
SSZ0811;19;mai;2025;1203
SSZ0811;16;fev;2025;1162
SSZ0811;25;abr;2025;543
SSZ0811;28;jun;2025;1088
SSZ0811;8;mai;2025;1440
SSZ0811;25;mar;2025;838
SSZ0811;22;fev;2025;1440
SSZ0811;7;mar;2025;679
SSZ0811;22;abr;2025;987
SSZ0811;10;mai;2025;1082
SSZ0811;16;mai;2025;1158
SSZ0811;3;fev;2025;1255
SSZ0811;9;abr;2025;1232
SSZ0811;13;mar;2025;1175
SSZ0811;19;mar;2025;564
SSZ0811;8;jun;2025;1440
SSZ0811;30;jun;2025;702
SSZ0811;9;fev;2025;1055
SSZ0811;24;abr;2025;1078
SSZ0811;14;mar;2025;1234
SSZ0811;24;jun;2025;1318
SSZ0811;28;abr;2025;1140
SSZ0811;8;mar;2025;952
SSZ0811;4;jan;2025;1440
SSZ0811;26;jun;2025;1440
SSZ0811;11;mar;2025;190
SSZ0811;4;mar;2025;1250
SSZ0811;10;fev;2025;1347
SSZ0811;30;mar;2025;1440
SSZ0811;1;jun;2025;1155
SSZ0811;31;mar;2025;1190
SSZ0811;31;mai;2025;1322
SSZ0811;11;fev;2025;1175
SSZ0811;15;jan;2025;0
SSZ0811;7;jun;2025;1015
SSZ0811;6;abr;2025;940
SSZ0811;26;jan;2025;1274
SSZ0811;18;fev;2025;1440
SSZ0811;30;abr;2025;1245
SSZ0811;17;mai;2025;1030
SSZ0811;14;abr;2025;1326
SSZ0212;15;mai;2025;0
SSZ0212;4;abr;2025;0
SSZ0212;27;fev;2025;696
SSZ0212;19;jan;2025;1440
SSZ0212;22;jun;2025;0
SSZ0212;16;abr;2025;1440
SSZ0212;27;jan;2025;0
SSZ0212;1;mar;2025;0
SSZ0212;13;abr;2025;1440
SSZ0212;8;jan;2025;0
SSZ0212;26;mai;2025;0
SSZ0212;29;jan;2025;0
SSZ0212;27;jun;2025;0
SSZ0212;19;jun;2025;0
SSZ0212;18;abr;2025;1440
SSZ0212;20;mai;2025;0
SSZ0212;21;jan;2025;0
SSZ0212;8;fev;2025;0
SSZ0212;21;abr;2025;1060
SSZ0212;2;mai;2025;0
SSZ0212;5;mai;2025;260
SSZ0212;26;fev;2025;947
SSZ0212;4;fev;2025;0
SSZ0212;18;mar;2025;0
SSZ0212;15;jun;2025;0
SSZ0212;14;jan;2025;0
SSZ0212;5;jun;2025;0
SSZ0212;23;jan;2025;0
SSZ0212;7;abr;2025;0
SSZ0212;23;jun;2025;0
SSZ0212;2;fev;2025;0
SSZ0212;20;mar;2025;35
SSZ0212;10;jun;2025;0
SSZ0212;9;jun;2025;0
SSZ0212;1;jan;2025;0
SSZ0212;17;mar;2025;0
SSZ0212;23;mai;2025;0
SSZ0212;2;mar;2025;198
SSZ0212;2;abr;2025;0
SSZ0212;9;jan;2025;0
SSZ0212;4;jun;2025;0
SSZ0212;25;jan;2025;0
SSZ0212;27;mai;2025;0
SSZ0212;10;mar;2025;0
SSZ0212;11;abr;2025;1440
SSZ0212;25;fev;2025;1440
SSZ0212;5;jan;2025;0
SSZ0212;21;mar;2025;1440
SSZ0212;30;mai;2025;0
SSZ0212;1;fev;2025;0
SSZ0212;29;mar;2025;1065
SSZ0212;21;jun;2025;0
SSZ0212;13;fev;2025;0
SSZ0212;21;mai;2025;0
SSZ0212;24;mar;2025;1095
SSZ0212;31;jan;2025;0
SSZ0212;14;mai;2025;0
SSZ0212;29;mai;2025;0
SSZ0212;10;abr;2025;1272
SSZ0212;15;mar;2025;0
SSZ0212;6;jun;2025;0
SSZ0212;16;jan;2025;309
SSZ0212;22;jan;2025;0
SSZ0212;5;abr;2025;0
SSZ0212;9;mar;2025;0
SSZ0212;6;mai;2025;1440
SSZ0212;23;abr;2025;585
SSZ0212;28;fev;2025;0
SSZ0212;3;abr;2025;0
SSZ0212;4;mai;2025;0
SSZ0212;20;fev;2025;0
SSZ0212;15;abr;2025;1440
SSZ0212;25;mai;2025;0
SSZ0212;27;abr;2025;1440
SSZ0212;16;mar;2025;0
SSZ0212;17;fev;2025;0
SSZ0212;11;jan;2025;0
SSZ0212;28;mai;2025;0
SSZ0212;17;jan;2025;1440
SSZ0212;6;jan;2025;0
SSZ0212;2;jun;2025;0
SSZ0212;24;jan;2025;0
SSZ0212;3;jun;2025;0
SSZ0212;20;jun;2025;0
SSZ0212;19;abr;2025;1440
SSZ0212;22;mar;2025;1440
SSZ0212;23;fev;2025;1440
SSZ0212;24;mai;2025;0
SSZ0212;7;jan;2025;0
SSZ0212;14;fev;2025;0
SSZ0212;25;jun;2025;0
SSZ0212;11;jun;2025;0
SSZ0212;29;jun;2025;0
SSZ0212;21;fev;2025;345
SSZ0212;1;abr;2025;0
SSZ0212;7;mai;2025;1440
SSZ0212;17;jun;2025;0
SSZ0212;26;abr;2025;1440
SSZ0212;7;fev;2025;0
SSZ0212;29;abr;2025;1440
SSZ0212;3;jan;2025;0
SSZ0212;13;jun;2025;0
SSZ0212;12;abr;2025;1440
SSZ0212;3;mar;2025;1440
SSZ0212;22;mai;2025;0
SSZ0212;10;jan;2025;0
SSZ0212;28;mar;2025;1440
SSZ0212;13;mai;2025;0
SSZ0212;16;jun;2025;0
SSZ0212;3;mai;2025;0
SSZ0212;30;jan;2025;0
SSZ0212;5;mar;2025;1440
SSZ0212;2;jan;2025;0
SSZ0212;6;fev;2025;0
SSZ0212;20;jan;2025;1085
SSZ0212;12;mar;2025;0
SSZ0212;8;abr;2025;0
SSZ0212;11;mai;2025;0
SSZ0212;6;mar;2025;852
SSZ0212;27;mar;2025;1440
SSZ0212;12;mai;2025;0
SSZ0212;19;fev;2025;0
SSZ0212;12;fev;2025;0
SSZ0212;5;fev;2025;0
SSZ0212;23;mar;2025;1440
SSZ0212;13;jan;2025;0
SSZ0212;12;jun;2025;0
SSZ0212;20;abr;2025;1440
SSZ0212;18;mai;2025;0
SSZ0212;18;jan;2025;1440
SSZ0212;18;jun;2025;0
SSZ0212;26;mar;2025;165
SSZ0212;28;jan;2025;0
SSZ0212;9;mai;2025;1405
SSZ0212;17;abr;2025;1153
SSZ0212;24;fev;2025;1440
SSZ0212;12;jan;2025;0
SSZ0212;14;jun;2025;0
SSZ0212;1;mai;2025;0
SSZ0212;15;fev;2025;0
SSZ0212;19;mai;2025;0
SSZ0212;16;fev;2025;0
SSZ0212;25;abr;2025;1440
SSZ0212;28;jun;2025;0
SSZ0212;8;mai;2025;1440
SSZ0212;25;mar;2025;0
SSZ0212;22;fev;2025;1440
SSZ0212;7;mar;2025;0
SSZ0212;22;abr;2025;0
SSZ0212;10;mai;2025;0
SSZ0212;16;mai;2025;0
SSZ0212;3;fev;2025;0
SSZ0212;9;abr;2025;0
SSZ0212;13;mar;2025;0
SSZ0212;19;mar;2025;0
SSZ0212;8;jun;2025;0
SSZ0212;30;jun;2025;0
SSZ0212;9;fev;2025;0
SSZ0212;24;abr;2025;1440
SSZ0212;14;mar;2025;0
SSZ0212;24;jun;2025;0
SSZ0212;28;abr;2025;1440
SSZ0212;8;mar;2025;0
SSZ0212;4;jan;2025;0
SSZ0212;26;jun;2025;0
SSZ0212;11;mar;2025;0
SSZ0212;4;mar;2025;1440
SSZ0212;10;fev;2025;0
SSZ0212;30;mar;2025;0
SSZ0212;1;jun;2025;0
SSZ0212;31;mar;2025;0
SSZ0212;31;mai;2025;0
SSZ0212;11;fev;2025;0
SSZ0212;15;jan;2025;0
SSZ0212;7;jun;2025;0
SSZ0212;6;abr;2025;0
SSZ0212;26;jan;2025;0
SSZ0212;18;fev;2025;0
SSZ0212;30;abr;2025;90
SSZ0212;17;mai;2025;0
SSZ0212;14;abr;2025;1440
SSZ0814;15;mai;2025;1440
SSZ0814;4;abr;2025;0
SSZ0814;27;fev;2025;1052
SSZ0814;19;jan;2025;0
SSZ0814;22;jun;2025;116
SSZ0814;16;abr;2025;0
SSZ0814;27;jan;2025;0
SSZ0814;1;mar;2025;0
SSZ0814;13;abr;2025;895
SSZ0814;8;jan;2025;635
SSZ0814;26;mai;2025;1080
SSZ0814;29;jan;2025;0
SSZ0814;27;jun;2025;1137
SSZ0814;19;jun;2025;1440
SSZ0814;18;abr;2025;490
SSZ0814;20;mai;2025;1219
SSZ0814;21;jan;2025;0
SSZ0814;8;fev;2025;0
SSZ0814;21;abr;2025;1440
SSZ0814;2;mai;2025;0
SSZ0814;5;mai;2025;0
SSZ0814;26;fev;2025;1323
SSZ0814;4;fev;2025;0
SSZ0814;18;mar;2025;632
SSZ0814;15;jun;2025;1195
SSZ0814;14;jan;2025;603
SSZ0814;5;jun;2025;0
SSZ0814;23;jan;2025;1347
SSZ0814;7;abr;2025;0
SSZ0814;23;jun;2025;1440
SSZ0814;2;fev;2025;0
SSZ0814;20;mar;2025;0
SSZ0814;10;jun;2025;1056
SSZ0814;9;jun;2025;1405
SSZ0814;1;jan;2025;1429
SSZ0814;17;mar;2025;35
SSZ0814;23;mai;2025;146
SSZ0814;2;mar;2025;405
SSZ0814;2;abr;2025;0
SSZ0814;9;jan;2025;1440
SSZ0814;4;jun;2025;230
SSZ0814;25;jan;2025;0
SSZ0814;27;mai;2025;1115
SSZ0814;10;mar;2025;1171
SSZ0814;11;abr;2025;0
SSZ0814;25;fev;2025;1346
SSZ0814;5;jan;2025;0
SSZ0814;21;mar;2025;0
SSZ0814;30;mai;2025;1091
SSZ0814;1;fev;2025;0
SSZ0814;29;mar;2025;699
SSZ0814;21;jun;2025;0
SSZ0814;13;fev;2025;1123
SSZ0814;21;mai;2025;890
SSZ0814;24;mar;2025;120
SSZ0814;31;jan;2025;0
SSZ0814;14;mai;2025;588
SSZ0814;29;mai;2025;1228
SSZ0814;10;abr;2025;0
SSZ0814;15;mar;2025;580
SSZ0814;6;jun;2025;0
SSZ0814;16;jan;2025;0
SSZ0814;22;jan;2025;1340
SSZ0814;5;abr;2025;675
SSZ0814;9;mar;2025;1440
SSZ0814;6;mai;2025;152
SSZ0814;23;abr;2025;405
SSZ0814;28;fev;2025;795
SSZ0814;3;abr;2025;0
SSZ0814;4;mai;2025;0
SSZ0814;20;fev;2025;1440
SSZ0814;15;abr;2025;0
SSZ0814;25;mai;2025;0
SSZ0814;27;abr;2025;0
SSZ0814;16;mar;2025;0
SSZ0814;17;fev;2025;327
SSZ0814;11;jan;2025;473
SSZ0814;28;mai;2025;1440
SSZ0814;17;jan;2025;1093
SSZ0814;6;jan;2025;0
SSZ0814;2;jun;2025;527
SSZ0814;24;jan;2025;775
SSZ0814;3;jun;2025;1440
SSZ0814;20;jun;2025;826
SSZ0814;19;abr;2025;0
SSZ0814;22;mar;2025;135
SSZ0814;23;fev;2025;0
SSZ0814;24;mai;2025;0
SSZ0814;7;jan;2025;0
SSZ0814;14;fev;2025;0
SSZ0814;25;jun;2025;1440
SSZ0814;11;jun;2025;1318
SSZ0814;29;jun;2025;0
SSZ0814;21;fev;2025;1110
SSZ0814;1;abr;2025;941
SSZ0814;7;mai;2025;1440
SSZ0814;17;jun;2025;1220
SSZ0814;26;abr;2025;0
SSZ0814;7;fev;2025;30
SSZ0814;29;abr;2025;675
SSZ0814;3;jan;2025;0
SSZ0814;13;jun;2025;1054
SSZ0814;12;abr;2025;0
SSZ0814;3;mar;2025;1209
SSZ0814;22;mai;2025;1440
SSZ0814;10;jan;2025;1205
SSZ0814;28;mar;2025;1286
SSZ0814;13;mai;2025;1440
SSZ0814;16;jun;2025;1325
SSZ0814;3;mai;2025;0
SSZ0814;30;jan;2025;0
SSZ0814;5;mar;2025;0
SSZ0814;2;jan;2025;0
SSZ0814;6;fev;2025;972
SSZ0814;20;jan;2025;0
SSZ0814;12;mar;2025;282
SSZ0814;8;abr;2025;0
SSZ0814;11;mai;2025;0
SSZ0814;6;mar;2025;945
SSZ0814;27;mar;2025;660
SSZ0814;12;mai;2025;790
SSZ0814;19;fev;2025;422
SSZ0814;12;fev;2025;1440
SSZ0814;5;fev;2025;0
SSZ0814;23;mar;2025;1440
SSZ0814;13;jan;2025;235
SSZ0814;12;jun;2025;1440
SSZ0814;20;abr;2025;5
SSZ0814;18;mai;2025;0
SSZ0814;18;jan;2025;477
SSZ0814;18;jun;2025;1440
SSZ0814;26;mar;2025;0
SSZ0814;28;jan;2025;0
SSZ0814;9;mai;2025;1350
SSZ0814;17;abr;2025;1250
SSZ0814;24;fev;2025;680
SSZ0814;12;jan;2025;0
SSZ0814;14;jun;2025;257
SSZ0814;1;mai;2025;0
SSZ0814;15;fev;2025;0
SSZ0814;19;mai;2025;305
SSZ0814;16;fev;2025;0
SSZ0814;25;abr;2025;563
SSZ0814;28;jun;2025;955
SSZ0814;8;mai;2025;803
SSZ0814;25;mar;2025;0
SSZ0814;22;fev;2025;230
SSZ0814;7;mar;2025;905
SSZ0814;22;abr;2025;1240
SSZ0814;10;mai;2025;307
SSZ0814;16;mai;2025;733
SSZ0814;3;fev;2025;0
SSZ0814;9;abr;2025;0
SSZ0814;13;mar;2025;618
SSZ0814;19;mar;2025;0
SSZ0814;8;jun;2025;422
SSZ0814;30;jun;2025;0
SSZ0814;9;fev;2025;0
SSZ0814;24;abr;2025;1390
SSZ0814;14;mar;2025;645
SSZ0814;24;jun;2025;1242
SSZ0814;28;abr;2025;0
SSZ0814;8;mar;2025;30
SSZ0814;4;jan;2025;0
SSZ0814;26;jun;2025;1088
SSZ0814;11;mar;2025;1440
SSZ0814;4;mar;2025;555
SSZ0814;10;fev;2025;0
SSZ0814;30;mar;2025;0
SSZ0814;1;jun;2025;0
SSZ0814;31;mar;2025;1187
SSZ0814;31;mai;2025;0
SSZ0814;11;fev;2025;265
SSZ0814;15;jan;2025;0
SSZ0814;7;jun;2025;0
SSZ0814;6;abr;2025;95
SSZ0814;26;jan;2025;0
SSZ0814;18;fev;2025;1440
SSZ0814;30;abr;2025;1315
SSZ0814;17;mai;2025;0
SSZ0814;14;abr;2025;340
SSZ0941;15;mai;2025;1440
SSZ0941;4;abr;2025;1440
SSZ0941;27;fev;2025;0
SSZ0941;19;jan;2025;1440
SSZ0941;22;jun;2025;1440
SSZ0941;16;abr;2025;1440
SSZ0941;27;jan;2025;1440
SSZ0941;1;mar;2025;943
SSZ0941;13;abr;2025;2
SSZ0941;8;jan;2025;0
SSZ0941;26;mai;2025;0
SSZ0941;29;jan;2025;0
SSZ0941;27;jun;2025;0
SSZ0941;19;jun;2025;1392
SSZ0941;18;abr;2025;973
SSZ0941;20;mai;2025;0
SSZ0941;21;jan;2025;1375
SSZ0941;8;fev;2025;1440
SSZ0941;21;abr;2025;1440
SSZ0941;2;mai;2025;1440
SSZ0941;5;mai;2025;1287
SSZ0941;26;fev;2025;18
SSZ0941;4;fev;2025;0
SSZ0941;18;mar;2025;1440
SSZ0941;15;jun;2025;0
SSZ0941;14;jan;2025;1440
SSZ0941;5;jun;2025;0
SSZ0941;23;jan;2025;1440
SSZ0941;7;abr;2025;1440
SSZ0941;23;jun;2025;1440
SSZ0941;2;fev;2025;0
SSZ0941;20;mar;2025;735
SSZ0941;10;jun;2025;0
SSZ0941;9;jun;2025;0
SSZ0941;1;jan;2025;0
SSZ0941;17;mar;2025;1440
SSZ0941;23;mai;2025;0
SSZ0941;2;mar;2025;1440
SSZ0941;2;abr;2025;1440
SSZ0941;9;jan;2025;0
SSZ0941;4;jun;2025;0
SSZ0941;25;jan;2025;1440
SSZ0941;27;mai;2025;0
SSZ0941;10;mar;2025;1313
SSZ0941;11;abr;2025;1440
SSZ0941;25;fev;2025;1440
SSZ0941;5;jan;2025;0
SSZ0941;21;mar;2025;1320
SSZ0941;30;mai;2025;0
SSZ0941;1;fev;2025;0
SSZ0941;29;mar;2025;1440
SSZ0941;21;jun;2025;1440
SSZ0941;13;fev;2025;470
SSZ0941;21;mai;2025;0
SSZ0941;24;mar;2025;1440
SSZ0941;31;jan;2025;0
SSZ0941;14;mai;2025;1223
SSZ0941;29;mai;2025;0
SSZ0941;10;abr;2025;1440
SSZ0941;15;mar;2025;1120
SSZ0941;6;jun;2025;0
SSZ0941;16;jan;2025;1247
SSZ0941;22;jan;2025;1395
SSZ0941;5;abr;2025;1440
SSZ0941;9;mar;2025;1440
SSZ0941;6;mai;2025;1440
SSZ0941;23;abr;2025;1440
SSZ0941;28;fev;2025;0
SSZ0941;3;abr;2025;1440
SSZ0941;4;mai;2025;1294
SSZ0941;20;fev;2025;1044
SSZ0941;15;abr;2025;1440
SSZ0941;25;mai;2025;0
SSZ0941;27;abr;2025;1440
SSZ0941;16;mar;2025;1440
SSZ0941;17;fev;2025;1440
SSZ0941;11;jan;2025;205
SSZ0941;28;mai;2025;0
SSZ0941;17;jan;2025;1440
SSZ0941;6;jan;2025;0
SSZ0941;2;jun;2025;0
SSZ0941;24;jan;2025;1440
SSZ0941;3;jun;2025;0
SSZ0941;20;jun;2025;1440
SSZ0941;19;abr;2025;1310
SSZ0941;22;mar;2025;1440
SSZ0941;23;fev;2025;1440
SSZ0941;24;mai;2025;0
SSZ0941;7;jan;2025;0
SSZ0941;14;fev;2025;1440
SSZ0941;25;jun;2025;256
SSZ0941;11;jun;2025;0
SSZ0941;29;jun;2025;0
SSZ0941;21;fev;2025;1440
SSZ0941;1;abr;2025;879
SSZ0941;7;mai;2025;1440
SSZ0941;17;jun;2025;1440
SSZ0941;26;abr;2025;1440
SSZ0941;7;fev;2025;525
SSZ0941;29;abr;2025;1392
SSZ0941;3;jan;2025;0
SSZ0941;13;jun;2025;0
SSZ0941;12;abr;2025;1325
SSZ0941;3;mar;2025;1440
SSZ0941;22;mai;2025;0
SSZ0941;10;jan;2025;0
SSZ0941;28;mar;2025;1440
SSZ0941;13;mai;2025;1440
SSZ0941;16;jun;2025;510
SSZ0941;3;mai;2025;1440
SSZ0941;30;jan;2025;0
SSZ0941;5;mar;2025;1190
SSZ0941;2;jan;2025;0
SSZ0941;6;fev;2025;0
SSZ0941;20;jan;2025;1440
SSZ0941;12;mar;2025;1440
SSZ0941;8;abr;2025;1220
SSZ0941;11;mai;2025;1440
SSZ0941;6;mar;2025;1438
SSZ0941;27;mar;2025;1243
SSZ0941;12;mai;2025;1440
SSZ0941;19;fev;2025;1440
SSZ0941;12;fev;2025;1278
SSZ0941;5;fev;2025;0
SSZ0941;23;mar;2025;1440
SSZ0941;13;jan;2025;1440
SSZ0941;12;jun;2025;0
SSZ0941;20;abr;2025;1440
SSZ0941;18;mai;2025;865
SSZ0941;18;jan;2025;1440
SSZ0941;18;jun;2025;1440
SSZ0941;26;mar;2025;1440
SSZ0941;28;jan;2025;1095
SSZ0941;9;mai;2025;1395
SSZ0941;17;abr;2025;1440
SSZ0941;24;fev;2025;1440
SSZ0941;12;jan;2025;1440
SSZ0941;14;jun;2025;0
SSZ0941;1;mai;2025;1440
SSZ0941;15;fev;2025;1440
SSZ0941;19;mai;2025;0
SSZ0941;16;fev;2025;1440
SSZ0941;25;abr;2025;1440
SSZ0941;28;jun;2025;0
SSZ0941;8;mai;2025;1440
SSZ0941;25;mar;2025;1440
SSZ0941;22;fev;2025;1440
SSZ0941;7;mar;2025;1440
SSZ0941;22;abr;2025;1440
SSZ0941;10;mai;2025;1440
SSZ0941;16;mai;2025;1440
SSZ0941;3;fev;2025;0
SSZ0941;9;abr;2025;1440
SSZ0941;13;mar;2025;1440
SSZ0941;19;mar;2025;1440
SSZ0941;8;jun;2025;0
SSZ0941;30;jun;2025;0
SSZ0941;9;fev;2025;1440
SSZ0941;24;abr;2025;1265
SSZ0941;14;mar;2025;1440
SSZ0941;24;jun;2025;1440
SSZ0941;28;abr;2025;1193
SSZ0941;8;mar;2025;1440
SSZ0941;4;jan;2025;0
SSZ0941;26;jun;2025;0
SSZ0941;11;mar;2025;1440
SSZ0941;4;mar;2025;1440
SSZ0941;10;fev;2025;1440
SSZ0941;30;mar;2025;1440
SSZ0941;1;jun;2025;0
SSZ0941;31;mar;2025;500
SSZ0941;31;mai;2025;0
SSZ0941;11;fev;2025;1440
SSZ0941;15;jan;2025;1440
SSZ0941;7;jun;2025;0
SSZ0941;6;abr;2025;1440
SSZ0941;26;jan;2025;1440
SSZ0941;18;fev;2025;1440
SSZ0941;30;abr;2025;1440
SSZ0941;17;mai;2025;1440
SSZ0941;14;abr;2025;1440
SSZ0803;15;mai;2025;1228
SSZ0803;4;abr;2025;1290
SSZ0803;27;fev;2025;1440
SSZ0803;19;jan;2025;1327
