"id_rota,N,10,0","vl_codigo_,C,15","id_versao_,N,10,0","id_versao1,N,10,0","vl_km_inic,N,19,8","vl_km_fina,N,19,8"
50734,470CRS40202507A,80,0,0,4.2
50446,470VRS10202507A,80,0,0,54.7
50341,470VRS20202507A,80,0,0,32.4
50553,470VRS30202507A,80,0,0,70.4
50226,471BRS202507A,80,0,0,680.3
50146,472BRS202507A,80,0,0,656.6
50248,473BRS202507A,80,0,0,392.8
50336,474BMG202507A,80,0,0,160.5
50537,475BSC202507A,80,0,0,199.6
50406,476APR10202507A,80,0,0,0.7
50653,476BPR202507A,80,0,0,366.1
50626,476BSP202507A,80,0,0,33.8
50523,476CPR10202507A,80,0,0,3
50611,476CPR20202507A,80,0,0,6.9
50260,476CPR30202507A,80,0,0,4.6
50647,476VPR10202507A,80,0,0,1.2
50692,476VPR15202507A,80,0,0,0.8
50375,476VPR20202507A,80,0,0,1.4
50588,476VPR25202507A,80,0,0,2.5
50749,476VPR30202507A,80,0,0,4.9
50327,476VPR35202507A,80,0,0,1.5
50255,477BSC202507A,80,0,0,219.4
50386,478BSP202507A,80,0,0,333
50258,479BDF202507A,80,0,0,53.1
50139,479BGO202507A,80,0,0,66.6
50287,479BMG202507A,80,0,0,357.4
50677,480BPR202507A,80,0,0,30
50666,480BRS202507A,80,0,0,76.5
50206,480BSC202507A,80,0,0,161.1
50365,480CRS10202507A,80,0,0,8.9
50818,481BRS202507A,80,0,0,175.2
50535,482BES202507A,80,0,0,136.2
50331,482BMG202507A,80,0,0,283.1
50664,483BGO202507A,80,0,0,285.2
50804,483BMS202507A,80,0,0,49.7
50638,484BES202507A,80,0,0,306.1
50261,484BRJ202507A,80,0,0,36.8
50160,485BMG202507A,80,0,0,13.5
50378,485BRJ202507A,80,0,0,37.9
50551,486BSC202507A,80,0,0,167.6
50178,487APR10202507A,80,0,0,1.5
50601,487BMS202507A,80,0,0,129.2
50521,487BPR202507A,80,0,0,531
50275,488BSP202507A,80,0,0,6
50718,489BBA202507A,80,0,0,51.5
50133,490BGO202507A,80,0,0,176.1
50416,491BMG202507A,80,0,0,264.1
50426,492BRJ202507A,80,0,0,390.5
50517,493BRJ202507A,80,0,0,124.1
50298,494BMG202507A,80,0,0,393.5
50272,494BRJ202507A,80,0,0,139.8
50472,495BRJ202507A,80,0,0,34.5
50144,496BMG202507A,80,0,0,135.8
50515,497BMG202507A,80,0,0,341.8
50486,497BMS202507A,80,0,0,20
50399,498BBA202507A,80,0,0,14.2
50302,499AMG10202507A,80,0,0,1.6
50402,499BMG202507A,80,0,0,19.2
