id_trecho,br,br_pad,uf,trecho_desc,localidade,km_ini,km_fim,ext_km,situacao,classe,sentido,jurisdicao,concessao,data_ref,chave_trecho_hint,BR_PAD,UF,KM_INI_SNV,KM_FIM_SNV,KM_INI_ARRED_SNV,__row_id_snv,KM_INI_SHP,KM_FIM_SHP,KM_INI_ARRED_SHP
116BBA0890,116,BR-116,BA,Eixo Principal,Jequié,6796.0,6812.0,16.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|BA|6796,BR-116,BA,6796.0,6812.0,6796,527,,,
116BBA0910,116,BR-116,BA,Eixo Principal,Jequié,6812.0,7138.0,326.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|BA|6812,BR-116,BA,6812.0,7138.0,6812,528,,,
116BBA0915,116,BR-116,BA,Eixo Principal,Vitória da Conquista,7138.0,7402.0,264.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|BA|7138,BR-116,BA,7138.0,7402.0,7138,529,,,
116BBA0925,116,BR-116,BA,Eixo Principal,Vitória da Conquista,7402.0,7432.0,30.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|BA|7402,BR-116,BA,7402.0,7432.0,7402,530,,,
116BBA0930,116,BR-116,BA,Eixo Principal,Vitória da Conquista,7432.0,7641.0,209.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|BA|7432,BR-116,BA,7432.0,7641.0,7432,531,,,
116BBA0932,116,BR-116,BA,Eixo Principal,Vitória da Conquista,7641.0,7859.0,218.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|BA|7641,BR-116,BA,7641.0,7859.0,7641,532,,,
116BBA0934,116,BR-116,BA,Eixo Principal,Vitória da Conquista,7859.0,7922.0,63.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|BA|7859,BR-116,BA,7859.0,7922.0,7859,533,,,
116BBA0950,116,BR-116,BA,Eixo Principal,Vitória da Conquista,7922.0,8145.0,223.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|BA|7922,BR-116,BA,7922.0,8145.0,7922,534,,,
116BBA0955,116,BR-116,BA,Eixo Principal,Vitória da Conquista,8145.0,8281.0,136.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|BA|8145,BR-116,BA,8145.0,8281.0,8145,535,,,
116BBA0957,116,BR-116,BA,Eixo Principal,Vitória da Conquista,8281.0,8319.0,38.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|BA|8281,BR-116,BA,8281.0,8319.0,8281,536,,,
116BBA0960,116,BR-116,BA,Eixo Principal,Vitória da Conquista,8319.0,8350.0,31.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|BA|8319,BR-116,BA,8319.0,8350.0,8319,537,,,
116BBA0965,116,BR-116,BA,Eixo Principal,Vitória da Conquista,8350.0,8378.0,28.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|BA|8350,BR-116,BA,8350.0,8378.0,8350,538,,,
116BBA0970,116,BR-116,BA,Eixo Principal,Vitória da Conquista,8378.0,9201.0,823.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|BA|8378,BR-116,BA,8378.0,9201.0,8378,539,,,
116BBA0972,116,BR-116,BA,Eixo Principal,Vitória da Conquista,9201.0,9226.0,25.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|BA|9201,BR-116,BA,9201.0,9226.0,9201,540,,,
116BBA0990,116,BR-116,BA,Eixo Principal,Vitória da Conquista,9226.0,9453.0,227.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|BA|9226,BR-116,BA,9226.0,9453.0,9226,541,,,
116BCE0015,116,BR-116,CE,Eixo Principal,Fortaleza,0.0,94.0,94.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|CE|0,BR-116,CE,0.0,94.0,0,542,,,
116BCE0017,116,BR-116,CE,Eixo Principal,Fortaleza,94.0,118.0,24.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|CE|94,BR-116,CE,94.0,118.0,94,543,,,
116BCE0020,116,BR-116,CE,Eixo Principal,Fortaleza,118.0,142.0,24.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|CE|118,BR-116,CE,118.0,142.0,118,544,,,
116BCE0030,116,BR-116,CE,Eixo Principal,Fortaleza,142.0,258.0,116.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|CE|142,BR-116,CE,142.0,258.0,142,545,,,
116BCE0040,116,BR-116,CE,Eixo Principal,Fortaleza,258.0,357.0,99.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|CE|258,BR-116,CE,258.0,357.0,258,546,,,
116BCE0050,116,BR-116,CE,Eixo Principal,Fortaleza,357.0,383.0,26.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|CE|357,BR-116,CE,357.0,383.0,357,547,,,
116BCE0060,116,BR-116,CE,Eixo Principal,Fortaleza,383.0,425.0,42.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|CE|383,BR-116,CE,383.0,425.0,383,548,,,
116BCE0070,116,BR-116,CE,Eixo Principal,Fortaleza,425.0,463.0,38.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|CE|425,BR-116,CE,425.0,463.0,425,549,,,
116BCE0080,116,BR-116,CE,Eixo Principal,Fortaleza,463.0,540.0,77.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|CE|463,BR-116,CE,463.0,540.0,463,550,,,
116BCE0090,116,BR-116,CE,Eixo Principal,Russas,540.0,647.0,107.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|CE|540,BR-116,CE,540.0,647.0,540,551,,,
116BCE0095,116,BR-116,CE,Eixo Principal,Russas,647.0,657.0,10.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|CE|647,BR-116,CE,647.0,657.0,647,552,,,
116BCE0100,116,BR-116,CE,Eixo Principal,Russas,657.0,672.0,15.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|CE|657,BR-116,CE,657.0,672.0,657,553,,,
116BCE0105,116,BR-116,CE,Eixo Principal,Russas,672.0,707.0,35.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|CE|672,BR-116,CE,672.0,707.0,672,554,,,
116BCE0110,116,BR-116,CE,Eixo Principal,Russas,707.0,946.0,239.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|CE|707,BR-116,CE,707.0,946.0,707,555,,,
116BCE0120,116,BR-116,CE,Eixo Principal,Russas,946.0,1141.0,195.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|CE|946,BR-116,CE,946.0,1141.0,946,556,,,
116BCE0130,116,BR-116,CE,Eixo Principal,Russas,1141.0,1413.0,272.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|CE|1141,BR-116,CE,1141.0,1413.0,1141,557,,,
116BCE0140,116,BR-116,CE,Eixo Principal,Russas,1413.0,1440.0,27.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|CE|1413,BR-116,CE,1413.0,1440.0,1413,558,,,
116BCE0150,116,BR-116,CE,Eixo Principal,Russas,1440.0,1504.0,64.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|CE|1440,BR-116,CE,1440.0,1504.0,1440,559,,,
116BCE0160,116,BR-116,CE,Eixo Principal,Russas,1504.0,1614.0,110.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|CE|1504,BR-116,CE,1504.0,1614.0,1504,560,,,
116BCE0170,116,BR-116,CE,Eixo Principal,Russas,1614.0,1899.0,285.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|CE|1614,BR-116,CE,1614.0,1899.0,1614,561,,,
116BCE0180,116,BR-116,CE,Eixo Principal,Russas,1899.0,1939.0,40.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|CE|1899,BR-116,CE,1899.0,1939.0,1899,562,,,
116BCE0190,116,BR-116,CE,Eixo Principal,Russas,1939.0,2069.0,130.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|CE|1939,BR-116,CE,1939.0,2069.0,1939,563,,,
116BCE0200,116,BR-116,CE,Eixo Principal,Russas,2069.0,2146.0,77.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|CE|2069,BR-116,CE,2069.0,2146.0,2069,564,,,
116BCE0210,116,BR-116,CE,Eixo Principal,Russas,2146.0,2272.0,126.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|CE|2146,BR-116,CE,2146.0,2272.0,2146,565,,,
116BCE0220,116,BR-116,CE,Eixo Principal,Russas,2272.0,2485.0,213.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|CE|2272,BR-116,CE,2272.0,2485.0,2272,566,,,
116BCE0230,116,BR-116,CE,Eixo Principal,Russas,2485.0,2809.0,324.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|CE|2485,BR-116,CE,2485.0,2809.0,2485,567,,,
116BCE0240,116,BR-116,CE,Eixo Principal,Icó,2809.0,3096.0,287.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|CE|2809,BR-116,CE,2809.0,3096.0,2809,568,,,
116BCE0250,116,BR-116,CE,Eixo Principal,Icó,3096.0,3190.0,94.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|CE|3096,BR-116,CE,3096.0,3190.0,3096,569,,,
116BCE0260,116,BR-116,CE,Eixo Principal,Icó,3190.0,3759.0,569.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|CE|3190,BR-116,CE,3190.0,3759.0,3190,570,,,
116BCE0270,116,BR-116,CE,Eixo Principal,Icó,3759.0,4046.0,287.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|CE|3759,BR-116,CE,3759.0,4046.0,3759,571,,,
116BCE0280,116,BR-116,CE,Eixo Principal,Icó,4046.0,4155.0,109.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|CE|4046,BR-116,CE,4046.0,4155.0,4046,572,,,
116BCE0290,116,BR-116,CE,Eixo Principal,Icó,4155.0,4243.0,88.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|CE|4155,BR-116,CE,4155.0,4243.0,4155,573,,,
116BCE0295,116,BR-116,CE,Eixo Principal,Icó,4243.0,4285.0,42.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|CE|4243,BR-116,CE,4243.0,4285.0,4243,574,,,
116BCE0310,116,BR-116,CE,Eixo Principal,Icó,4285.0,4348.0,63.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|CE|4285,BR-116,CE,4285.0,4348.0,4285,575,,,
116BCE0350,116,BR-116,CE,Eixo Principal,Icó,4348.0,4373.0,25.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|CE|4348,BR-116,CE,4348.0,4373.0,4348,576,,,
116BCE0360,116,BR-116,CE,Eixo Principal,Icó,4373.0,4551.0,178.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|CE|4373,BR-116,CE,4373.0,4551.0,4373,577,,,
116BCE0370,116,BR-116,CE,Eixo Principal,Icó,4551.0,4763.0,212.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|CE|4551,BR-116,CE,4551.0,4763.0,4551,578,,,
116BCE0380,116,BR-116,CE,Eixo Principal,Icó,4763.0,4820.0,57.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|CE|4763,BR-116,CE,4763.0,4820.0,4763,579,,,
116BCE0390,116,BR-116,CE,Eixo Principal,Icó,4820.0,4915.0,95.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|CE|4820,BR-116,CE,4820.0,4915.0,4820,580,,,
116BCE0395,116,BR-116,CE,Eixo Principal,Icó,4915.0,5023.0,108.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|CE|4915,BR-116,CE,4915.0,5023.0,4915,581,,,
116BCE0410,116,BR-116,CE,Eixo Principal,Icó,5023.0,5078.0,55.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|CE|5023,BR-116,CE,5023.0,5078.0,5023,582,,,
116BCE0412,116,BR-116,CE,Eixo Principal,Icó,5078.0,5265.0,187.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|CE|5078,BR-116,CE,5078.0,5265.0,5078,583,,,
116BCE0414,116,BR-116,CE,Eixo Principal,Icó,5265.0,5445.0,180.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|CE|5265,BR-116,CE,5265.0,5445.0,5265,584,,,
116BCE0416,116,BR-116,CE,Eixo Principal,Icó,5445.0,5482.0,37.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|CE|5445,BR-116,CE,5445.0,5482.0,5445,585,,,
116BPB0330,116,BR-116,PB,Eixo Principal,Patos,0.0,51.0,51.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|PB|0,BR-116,PB,0.0,51.0,0,586,,,
116BPB0340,116,BR-116,PB,Eixo Principal,Patos,51.0,134.0,83.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|PB|51,BR-116,PB,51.0,134.0,51,587,,,
116BPE0430,116,BR-116,PE,Eixo Principal,Salgueiro,0.0,1.0,1.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|PE|0,BR-116,PE,0.0,1.0,0,588,,,
116BPE0440,116,BR-116,PE,Eixo Principal,Salgueiro,1.0,256.0,255.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|PE|1,BR-116,PE,1.0,256.0,1,589,,,
116BPE0450,116,BR-116,PE,Eixo Principal,Salgueiro,256.0,434.0,178.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|PE|256,BR-116,PE,256.0,434.0,256,590,,,
116BPE0460,116,BR-116,PE,Eixo Principal,Salgueiro,434.0,825.0,391.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|PE|434,BR-116,PE,434.0,825.0,434,591,,,
116BPE0470,116,BR-116,PE,Eixo Principal,Salgueiro,825.0,915.0,90.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|PE|825,BR-116,PE,825.0,915.0,825,592,,,
116CBA1005,116,BR-116,BA,Contorno,,0.0,149.0,149.0,PLA,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|BA|0,BR-116,BA,0.0,149.0,0,593,,,
116NBA1005,116,BR-116,BA,Anel,Vitória da Conquista,0.0,39.0,39.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|BA|0,BR-116,BA,0.0,39.0,0,594,,,
116NBA1010,116,BR-116,BA,Anel,Vitória da Conquista,39.0,86.0,47.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|BA|39,BR-116,BA,39.0,86.0,39,595,,,
116NBA1015,116,BR-116,BA,Anel,Vitória da Conquista,86.0,149.0,63.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|BA|86,BR-116,BA,86.0,149.0,86,596,,,
116NBA1020,116,BR-116,BA,Anel,Vitória da Conquista,149.0,174.0,25.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|BA|149,BR-116,BA,149.0,174.0,149,597,,,
116NBA1025,116,BR-116,BA,Anel,Vitória da Conquista,174.0,215.0,41.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|BA|174,BR-116,BA,174.0,215.0,174,598,,,
116NBA1030,116,BR-116,BA,Anel,Vitória da Conquista,215.0,255.0,40.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|BA|215,BR-116,BA,215.0,255.0,215,599,,,
116NBA1035,116,BR-116,BA,Anel,Vitória da Conquista,255.0,299.0,44.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|BA|255,BR-116,BA,255.0,299.0,255,600,,,
116UCE1005,116,BR-116,CE,Travessia Urbana,Fortaleza,0.0,39.0,39.0,PAV,Longitudinal,km_crescente,Convênio Adm.Federal/Municipal,sim,2025-07,BR-116|CE|0,BR-116,CE,0.0,39.0,0,601,,,
116UCE2005,116,BR-116,CE,Travessia Urbana,Fortaleza,0.0,64.0,64.0,PAV,Longitudinal,km_crescente,Convênio Adm.Federal/Municipal,sim,2025-07,BR-116|CE|0,BR-116,CE,0.0,64.0,0,602,,,
116UCE3005,116,BR-116,CE,Travessia Urbana,Russas,0.0,7.0,7.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|CE|0,BR-116,CE,0.0,7.0,0,603,,,
116UCE3010,116,BR-116,CE,Travessia Urbana,Russas,7.0,13.0,6.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|CE|7,BR-116,CE,7.0,13.0,7,604,,,
116UCE3015,116,BR-116,CE,Travessia Urbana,Russas,13.0,23.0,10.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|CE|13,BR-116,CE,13.0,23.0,13,605,,,
122BBA0381,122,BR-122,BA,Eixo Principal,Senhor do Bonfim,0.0,18.0,18.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|BA|0,BR-122,BA,0.0,18.0,0,606,,,
122BBA0382,122,BR-122,BA,Eixo Principal,Senhor do Bonfim,18.0,44.0,26.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|BA|18,BR-122,BA,18.0,44.0,18,607,,,
122BBA0383,122,BR-122,BA,Eixo Principal,Senhor do Bonfim,44.0,51.0,7.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|BA|44,BR-122,BA,44.0,51.0,44,608,,,
122BBA0384,122,BR-122,BA,Eixo Principal,,51.0,99.0,48.0,PLA,Longitudinal,km_crescente,Estadual,nao,2025-07,BR-122|BA|51,BR-122,BA,51.0,99.0,51,609,,,
122BBA0385,122,BR-122,BA,Eixo Principal,,99.0,251.0,152.0,PLA,Longitudinal,km_crescente,Estadual,nao,2025-07,BR-122|BA|99,BR-122,BA,99.0,251.0,99,610,,,
122BBA0390,122,BR-122,BA,Eixo Principal,,251.0,360.0,109.0,PLA,Longitudinal,km_crescente,Estadual,nao,2025-07,BR-122|BA|251,BR-122,BA,251.0,360.0,251,611,,,
122BBA0395,122,BR-122,BA,Eixo Principal,,360.0,1350.0,990.0,PLA,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|BA|360,BR-122,BA,360.0,1350.0,360,612,,,
122BBA0400,122,BR-122,BA,Eixo Principal,,1350.0,1554.0,204.0,PLA,Longitudinal,km_crescente,Estadual,nao,2025-07,BR-122|BA|1350,BR-122,BA,1350.0,1554.0,1350,613,,,
122BBA0410,122,BR-122,BA,Eixo Principal,,1554.0,2020.0,466.0,PLA,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|BA|1554,BR-122,BA,1554.0,2020.0,1554,614,,,
122BBA0415,122,BR-122,BA,Eixo Principal,Feira de Santana,2020.0,2343.0,323.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|BA|2020,BR-122,BA,2020.0,2343.0,2020,615,,,
122BBA0420,122,BR-122,BA,Eixo Principal,,2343.0,3088.0,745.0,PLA,Longitudinal,km_crescente,Estadual,nao,2025-07,BR-122|BA|2343,BR-122,BA,2343.0,3088.0,2343,616,,,
122BBA0425,122,BR-122,BA,Eixo Principal,,3088.0,3352.0,264.0,PLA,Longitudinal,km_crescente,Estadual,nao,2025-07,BR-122|BA|3088,BR-122,BA,3088.0,3352.0,3088,617,,,
122BBA0430,122,BR-122,BA,Eixo Principal,,3352.0,3621.0,269.0,PLA,Longitudinal,km_crescente,Estadual,nao,2025-07,BR-122|BA|3352,BR-122,BA,3352.0,3621.0,3352,618,,,
122BBA0435,122,BR-122,BA,Eixo Principal,,3621.0,4046.0,425.0,PLA,Longitudinal,km_crescente,Estadual,nao,2025-07,BR-122|BA|3621,BR-122,BA,3621.0,4046.0,3621,619,,,
122BBA0440,122,BR-122,BA,Eixo Principal,,4046.0,4130.0,84.0,PLA,Longitudinal,km_crescente,Estadual,nao,2025-07,BR-122|BA|4046,BR-122,BA,4046.0,4130.0,4046,620,,,
122BBA0445,122,BR-122,BA,Eixo Principal,,4130.0,4316.0,186.0,PLA,Longitudinal,km_crescente,Estadual,nao,2025-07,BR-122|BA|4130,BR-122,BA,4130.0,4316.0,4130,621,,,
122BBA0450,122,BR-122,BA,Eixo Principal,,4316.0,4523.0,207.0,PLA,Longitudinal,km_crescente,Estadual,nao,2025-07,BR-122|BA|4316,BR-122,BA,4316.0,4523.0,4316,622,,,
122BBA0455,122,BR-122,BA,Eixo Principal,,4523.0,4577.0,54.0,PLA,Longitudinal,km_crescente,Estadual,nao,2025-07,BR-122|BA|4523,BR-122,BA,4523.0,4577.0,4523,623,,,
122BBA0460,122,BR-122,BA,Eixo Principal,Feira de Santana,4577.0,4777.0,200.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|BA|4577,BR-122,BA,4577.0,4777.0,4577,624,,,
122BBA0465,122,BR-122,BA,Eixo Principal,Feira de Santana,4777.0,4961.0,184.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|BA|4777,BR-122,BA,4777.0,4961.0,4777,625,,,
122BBA0470,122,BR-122,BA,Eixo Principal,Feira de Santana,4961.0,5183.0,222.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|BA|4961,BR-122,BA,4961.0,5183.0,4961,626,,,
122BBA0480,122,BR-122,BA,Eixo Principal,Feira de Santana,5183.0,5312.0,129.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|BA|5183,BR-122,BA,5183.0,5312.0,5183,627,,,
122BBA0485,122,BR-122,BA,Eixo Principal,,5312.0,5505.0,193.0,PLA,Longitudinal,km_crescente,Estadual,nao,2025-07,BR-122|BA|5312,BR-122,BA,5312.0,5505.0,5312,628,,,
122BBA0486,122,BR-122,BA,Eixo Principal,,5505.0,5566.0,61.0,PLA,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|BA|5505,BR-122,BA,5505.0,5566.0,5505,629,,,
122BBA0487,122,BR-122,BA,Eixo Principal,,5566.0,5604.0,38.0,PLA,Longitudinal,km_crescente,Estadual,nao,2025-07,BR-122|BA|5566,BR-122,BA,5566.0,5604.0,5566,630,,,
122BBA0488,122,BR-122,BA,Eixo Principal,,5604.0,5625.0,21.0,PLA,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|BA|5604,BR-122,BA,5604.0,5625.0,5604,631,,,
122BBA0489,122,BR-122,BA,Eixo Principal,,5625.0,5743.0,118.0,PLA,Longitudinal,km_crescente,Estadual,nao,2025-07,BR-122|BA|5625,BR-122,BA,5625.0,5743.0,5625,632,,,
122BBA0490,122,BR-122,BA,Eixo Principal,,5743.0,6031.0,288.0,PLA,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|BA|5743,BR-122,BA,5743.0,6031.0,5743,633,,,
122BBA0495,122,BR-122,BA,Eixo Principal,,6031.0,6228.0,197.0,PLA,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|BA|6031,BR-122,BA,6031.0,6228.0,6031,634,,,
122BBA0500,122,BR-122,BA,Eixo Principal,,6228.0,6416.0,188.0,PLA,Longitudinal,km_crescente,Estadual,nao,2025-07,BR-122|BA|6228,BR-122,BA,6228.0,6416.0,6228,635,,,
122BBA0515,122,BR-122,BA,Eixo Principal,,6416.0,6734.0,318.0,PLA,Longitudinal,km_crescente,Estadual,nao,2025-07,BR-122|BA|6416,BR-122,BA,6416.0,6734.0,6416,636,,,
122BBA0520,122,BR-122,BA,Eixo Principal,Vitória da Conquista,6734.0,7329.0,595.0,N_PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|BA|6734,BR-122,BA,6734.0,7329.0,6734,637,,,
122BBA0525,122,BR-122,BA,Eixo Principal,Vitória da Conquista,7329.0,7594.0,265.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|BA|7329,BR-122,BA,7329.0,7594.0,7329,638,,,
122BBA0530,122,BR-122,BA,Eixo Principal,Vitória da Conquista,7594.0,7717.0,123.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|BA|7594,BR-122,BA,7594.0,7717.0,7594,639,,,
122BBA0545,122,BR-122,BA,Eixo Principal,Vitória da Conquista,7717.0,7802.0,85.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|BA|7717,BR-122,BA,7717.0,7802.0,7717,640,,,
122BBA0547,122,BR-122,BA,Eixo Principal,Vitória da Conquista,7802.0,7967.0,165.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|BA|7802,BR-122,BA,7802.0,7967.0,7802,641,,,
122BBA0550,122,BR-122,BA,Eixo Principal,Vitória da Conquista,7967.0,8161.0,194.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|BA|7967,BR-122,BA,7967.0,8161.0,7967,642,,,
122BBA0555,122,BR-122,BA,Eixo Principal,Vitória da Conquista,8161.0,8322.0,161.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|BA|8161,BR-122,BA,8161.0,8322.0,8161,643,,,
122BBA0560,122,BR-122,BA,Eixo Principal,Vitória da Conquista,8322.0,8645.0,323.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|BA|8322,BR-122,BA,8322.0,8645.0,8322,644,,,
122BBA0570,122,BR-122,BA,Eixo Principal,Vitória da Conquista,8645.0,8787.0,142.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|BA|8645,BR-122,BA,8645.0,8787.0,8645,645,,,
122BCE0010,122,BR-122,CE,Eixo Principal,Russas,0.0,15.0,15.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|CE|0,BR-122,CE,0.0,15.0,0,646,,,
122BCE0012,122,BR-122,CE,Eixo Principal,Russas,15.0,50.0,35.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|CE|15,BR-122,CE,15.0,50.0,15,647,,,
122BCE0020,122,BR-122,CE,Eixo Principal,Russas,50.0,276.0,226.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|CE|50,BR-122,CE,50.0,276.0,50,648,,,
122BCE0030,122,BR-122,CE,Eixo Principal,Russas,276.0,368.0,92.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|CE|276,BR-122,CE,276.0,368.0,276,649,,,
122BCE0040,122,BR-122,CE,Eixo Principal,Russas,368.0,524.0,156.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|CE|368,BR-122,CE,368.0,524.0,368,650,,,
122BCE0050,122,BR-122,CE,Eixo Principal,Russas,524.0,963.0,439.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|CE|524,BR-122,CE,524.0,963.0,524,651,,,
122BCE0060,122,BR-122,CE,Eixo Principal,Russas,963.0,981.0,18.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|CE|963,BR-122,CE,963.0,981.0,963,652,,,
122BCE0062,122,BR-122,CE,Eixo Principal,Russas,981.0,1039.0,58.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|CE|981,BR-122,CE,981.0,1039.0,981,653,,,
