id_trecho,br,br_pad,uf,trecho_desc,localidade,km_ini,km_fim,ext_km,situacao,classe,sentido,jurisdicao,concessao,data_ref,chave_trecho_hint,BR_PAD,UF,KM_INI_SNV,KM_FIM_SNV,KM_INI_ARRED_SNV,__row_id_snv,KM_INI_SHP,KM_FIM_SHP,KM_INI_ARRED_SHP
226BRN0250,226,BR-226,RN,Eixo Principal,Currais Novos,2188.0,2390.0,202.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-226|RN|2188,BR-226,RN,2188.0,2390.0,2188,943,,,
226BRN0270,226,BR-226,RN,Eixo Principal,Currais Novos,2390.0,2454.0,64.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-226|RN|2390,BR-226,RN,2390.0,2454.0,2390,944,,,
226BRN0290,226,BR-226,RN,Eixo Principal,Currais Novos,2454.0,2762.0,308.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-226|RN|2454,BR-226,RN,2454.0,2762.0,2454,945,,,
226BRN0300,226,BR-226,RN,Eixo Principal,Currais Novos,2762.0,2904.0,142.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-226|RN|2762,BR-226,RN,2762.0,2904.0,2762,946,,,
226BRN0305,226,BR-226,RN,Eixo Principal,Pau dos Ferros,2904.0,3100.0,196.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-226|RN|2904,BR-226,RN,2904.0,3100.0,2904,947,,,
226BRN0310,226,BR-226,RN,Eixo Principal,Pau dos Ferros,3100.0,3231.0,131.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-226|RN|3100,BR-226,RN,3100.0,3231.0,3100,948,,,
226BRN0315,226,BR-226,RN,Eixo Principal,Pau dos Ferros,3231.0,3350.0,119.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-226|RN|3231,BR-226,RN,3231.0,3350.0,3231,949,,,
226BRN0325,226,BR-226,RN,Eixo Principal,Pau dos Ferros,3350.0,3380.0,30.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-226|RN|3350,BR-226,RN,3350.0,3380.0,3350,950,,,
226BRN0350,226,BR-226,RN,Eixo Principal,Pau dos Ferros,3380.0,3414.0,34.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-226|RN|3380,BR-226,RN,3380.0,3414.0,3380,951,,,
226BRN0355,226,BR-226,RN,Eixo Principal,Pau dos Ferros,3414.0,3524.0,110.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-226|RN|3414,BR-226,RN,3414.0,3524.0,3414,952,,,
226BRN0360,226,BR-226,RN,Eixo Principal,Pau dos Ferros,3524.0,3533.0,9.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-226|RN|3524,BR-226,RN,3524.0,3533.0,3524,953,,,
226BRN0363,226,BR-226,RN,Eixo Principal,Pau dos Ferros,3533.0,3580.0,47.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-226|RN|3533,BR-226,RN,3533.0,3580.0,3533,954,,,
226BRN0366,226,BR-226,RN,Eixo Principal,Pau dos Ferros,3580.0,3630.0,50.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-226|RN|3580,BR-226,RN,3580.0,3630.0,3580,955,,,
226BRN0370,226,BR-226,RN,Eixo Principal,Pau dos Ferros,3630.0,3709.0,79.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-226|RN|3630,BR-226,RN,3630.0,3709.0,3630,956,,,
226BRN0375,226,BR-226,RN,Eixo Principal,Pau dos Ferros,3709.0,3715.0,6.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-226|RN|3709,BR-226,RN,3709.0,3715.0,3709,957,,,
226BRN0377,226,BR-226,RN,Eixo Principal,Pau dos Ferros,3715.0,3814.0,99.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-226|RN|3715,BR-226,RN,3715.0,3814.0,3715,958,,,
226BRN0380,226,BR-226,RN,Eixo Principal,Pau dos Ferros,3814.0,4070.0,256.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-226|RN|3814,BR-226,RN,3814.0,4070.0,3814,959,,,
226BRN0390,226,BR-226,RN,Eixo Principal,Pau dos Ferros,4070.0,4111.0,41.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-226|RN|4070,BR-226,RN,4070.0,4111.0,4070,960,,,
226BRN0400,226,BR-226,RN,Eixo Principal,Pau dos Ferros,4111.0,4211.0,100.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-226|RN|4111,BR-226,RN,4111.0,4211.0,4111,961,,,
226CCE1005,226,BR-226,CE,Contorno,,0.0,61.0,61.0,PLA,Transversal,km_crescente,Federal,nao,2025-07,BR-226|CE|0,BR-226,CE,0.0,61.0,0,962,,,
226CCE2005,226,BR-226,CE,Contorno,,0.0,53.0,53.0,PLA,Transversal,km_crescente,Federal,nao,2025-07,BR-226|CE|0,BR-226,CE,0.0,53.0,0,963,,,
226CRN1005,226,BR-226,RN,Contorno,,0.0,68.0,68.0,PLA,Transversal,km_crescente,Federal,nao,2025-07,BR-226|RN|0,BR-226,RN,0.0,68.0,0,964,,,
226CRN1010,226,BR-226,RN,Contorno,,68.0,116.0,48.0,PLA,Transversal,km_crescente,Federal,nao,2025-07,BR-226|RN|68,BR-226,RN,68.0,116.0,68,965,,,
230ACE1005,230,BR-230,CE,Acesso,,0.0,59.0,59.0,PLA,Transversal,km_crescente,Federal,nao,2025-07,BR-230|CE|0,BR-230,CE,0.0,59.0,0,966,,,
230APB1005,230,BR-230,PB,Acesso,Campina Grande,0.0,32.0,32.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PB|0,BR-230,PB,0.0,32.0,0,967,,,
230APB2005,230,BR-230,PB,Acesso,Patos,0.0,17.0,17.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PB|0,BR-230,PB,0.0,17.0,0,968,,,
230BCE0530,230,BR-230,CE,Eixo Principal,Icó,0.0,67.0,67.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|CE|0,BR-230,CE,0.0,67.0,0,969,,,
230BCE0550,230,BR-230,CE,Eixo Principal,Icó,67.0,109.0,42.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|CE|67,BR-230,CE,67.0,109.0,67,970,,,
230BCE0560,230,BR-230,CE,Eixo Principal,Icó,109.0,197.0,88.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|CE|109,BR-230,CE,109.0,197.0,109,971,,,
230BCE0570,230,BR-230,CE,Eixo Principal,Icó,197.0,394.0,197.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|CE|197,BR-230,CE,197.0,394.0,197,972,,,
230BCE0590,230,BR-230,CE,Eixo Principal,Icó,394.0,483.0,89.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|CE|394,BR-230,CE,394.0,483.0,394,973,,,
230BCE0600,230,BR-230,CE,Eixo Principal,Icó,483.0,584.0,101.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|CE|483,BR-230,CE,483.0,584.0,483,974,,,
230BCE0610,230,BR-230,CE,Eixo Principal,Icó,584.0,784.0,200.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|CE|584,BR-230,CE,584.0,784.0,584,975,,,
230BCE0620,230,BR-230,CE,Eixo Principal,Icó,784.0,810.0,26.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|CE|784,BR-230,CE,784.0,810.0,784,976,,,
230BCE0630,230,BR-230,CE,Eixo Principal,Icó,810.0,1155.0,345.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|CE|810,BR-230,CE,810.0,1155.0,810,977,,,
230BCE0650,230,BR-230,CE,Eixo Principal,,1155.0,1505.0,350.0,PLA,Transversal,km_crescente,Federal,nao,2025-07,BR-230|CE|1155,BR-230,CE,1155.0,1505.0,1155,978,,,
230BCE0670,230,BR-230,CE,Eixo Principal,,1505.0,2005.0,500.0,PLA,Transversal,km_crescente,Federal,nao,2025-07,BR-230|CE|1505,BR-230,CE,1505.0,2005.0,1505,979,,,
230BCE0690,230,BR-230,CE,Eixo Principal,,2005.0,2329.0,324.0,PLA,Transversal,km_crescente,Estadual,nao,2025-07,BR-230|CE|2005,BR-230,CE,2005.0,2329.0,2005,980,,,
230BCE0710,230,BR-230,CE,Eixo Principal,,2329.0,2426.0,97.0,PLA,Transversal,km_crescente,Estadual,nao,2025-07,BR-230|CE|2329,BR-230,CE,2329.0,2426.0,2329,981,,,
230BMA0910,230,BR-230,MA,Eixo Principal,Barão de Grajaú,0.0,209.0,209.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|MA|0,BR-230,MA,0.0,209.0,0,982,,,
230BMA0930,230,BR-230,MA,Eixo Principal,Barão de Grajaú,209.0,575.0,366.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|MA|209,BR-230,MA,209.0,575.0,209,983,,,
230BMA0950,230,BR-230,MA,Eixo Principal,Barão de Grajaú,575.0,792.0,217.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|MA|575,BR-230,MA,575.0,792.0,575,984,,,
230BMA0955,230,BR-230,MA,Eixo Principal,Barão de Grajaú,792.0,924.0,132.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|MA|792,BR-230,MA,792.0,924.0,792,985,,,
230BMA0960,230,BR-230,MA,Eixo Principal,Barão de Grajaú,924.0,950.0,26.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|MA|924,BR-230,MA,924.0,950.0,924,986,,,
230BMA0970,230,BR-230,MA,Eixo Principal,Barão de Grajaú,950.0,958.0,8.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|MA|950,BR-230,MA,950.0,958.0,950,987,,,
230BMA0975,230,BR-230,MA,Eixo Principal,Barão de Grajaú,958.0,1165.0,207.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|MA|958,BR-230,MA,958.0,1165.0,958,988,,,
230BMA0980,230,BR-230,MA,Eixo Principal,Barão de Grajaú,1165.0,1431.0,266.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|MA|1165,BR-230,MA,1165.0,1431.0,1165,989,,,
230BMA0985,230,BR-230,MA,Eixo Principal,Barão de Grajaú,1431.0,1444.0,13.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|MA|1431,BR-230,MA,1431.0,1444.0,1431,990,,,
230BMA0990,230,BR-230,MA,Eixo Principal,Barão de Grajaú,1444.0,1447.0,3.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|MA|1444,BR-230,MA,1444.0,1447.0,1444,991,,,
230BMA0991,230,BR-230,MA,Eixo Principal,Barão de Grajaú,1447.0,2166.0,719.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|MA|1447,BR-230,MA,1447.0,2166.0,1447,992,,,
230BMA0992,230,BR-230,MA,Eixo Principal,Barão de Grajaú,2166.0,2394.0,228.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|MA|2166,BR-230,MA,2166.0,2394.0,2166,993,,,
230BMA1000,230,BR-230,MA,Eixo Principal,Barão de Grajaú,2394.0,2762.0,368.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|MA|2394,BR-230,MA,2394.0,2762.0,2394,994,,,
230BMA1002,230,BR-230,MA,Eixo Principal,Barão de Grajaú,2762.0,3159.0,397.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|MA|2762,BR-230,MA,2762.0,3159.0,2762,995,,,
230BMA1010,230,BR-230,MA,Eixo Principal,Barão de Grajaú,3159.0,3685.0,526.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|MA|3159,BR-230,MA,3159.0,3685.0,3159,996,,,
230BMA1030,230,BR-230,MA,Eixo Principal,Barão de Grajaú,3685.0,4068.0,383.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|MA|3685,BR-230,MA,3685.0,4068.0,3685,997,,,
230BMA1050,230,BR-230,MA,Eixo Principal,Barão de Grajaú,4068.0,4828.0,760.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|MA|4068,BR-230,MA,4068.0,4828.0,4068,998,,,
230BMA1060,230,BR-230,MA,Eixo Principal,Imperatriz,4828.0,5742.0,914.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|MA|4828,BR-230,MA,4828.0,5742.0,4828,999,,,
230BMA1070,230,BR-230,MA,Eixo Principal,Imperatriz,5742.0,6690.0,948.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|MA|5742,BR-230,MA,5742.0,6690.0,5742,1000,,,
230BMA1075,230,BR-230,MA,Eixo Principal,Imperatriz,6690.0,6698.0,8.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|MA|6690,BR-230,MA,6690.0,6698.0,6690,1001,,,
230BPB0010,230,BR-230,PB,Eixo Principal,João Pessoa,0.0,18.0,18.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PB|0,BR-230,PB,0.0,18.0,0,1002,,,
230BPB0020,230,BR-230,PB,Eixo Principal,João Pessoa,18.0,150.0,132.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PB|18,BR-230,PB,18.0,150.0,18,1003,,,
230BPB0030,230,BR-230,PB,Eixo Principal,João Pessoa,150.0,247.0,97.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PB|150,BR-230,PB,150.0,247.0,150,1004,,,
230BPB0040,230,BR-230,PB,Eixo Principal,João Pessoa,247.0,282.0,35.0,PAV,Transversal,km_crescente,Convênio Adm.Federal/Estadual,sim,2025-07,BR-230|PB|247,BR-230,PB,247.0,282.0,247,1005,,,
230BPB0050,230,BR-230,PB,Eixo Principal,João Pessoa,282.0,340.0,58.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PB|282,BR-230,PB,282.0,340.0,282,1006,,,
230BPB0060,230,BR-230,PB,Eixo Principal,João Pessoa,340.0,358.0,18.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PB|340,BR-230,PB,340.0,358.0,340,1007,,,
230BPB0070,230,BR-230,PB,Eixo Principal,João Pessoa,358.0,420.0,62.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PB|358,BR-230,PB,358.0,420.0,358,1008,,,
230BPB0090,230,BR-230,PB,Eixo Principal,João Pessoa,420.0,486.0,66.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PB|420,BR-230,PB,420.0,486.0,420,1009,,,
230BPB0100,230,BR-230,PB,Eixo Principal,João Pessoa,486.0,532.0,46.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PB|486,BR-230,PB,486.0,532.0,486,1010,,,
230BPB0110,230,BR-230,PB,Eixo Principal,João Pessoa,532.0,612.0,80.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PB|532,BR-230,PB,532.0,612.0,532,1011,,,
230BPB0120,230,BR-230,PB,Eixo Principal,João Pessoa,612.0,705.0,93.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PB|612,BR-230,PB,612.0,705.0,612,1012,,,
230BPB0130,230,BR-230,PB,Eixo Principal,João Pessoa,705.0,710.0,5.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PB|705,BR-230,PB,705.0,710.0,705,1013,,,
230BPB0140,230,BR-230,PB,Eixo Principal,João Pessoa,710.0,804.0,94.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PB|710,BR-230,PB,710.0,804.0,710,1014,,,
230BPB0145,230,BR-230,PB,Eixo Principal,João Pessoa,804.0,851.0,47.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PB|804,BR-230,PB,804.0,851.0,804,1015,,,
230BPB0150,230,BR-230,PB,Eixo Principal,Campina Grande,851.0,875.0,24.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PB|851,BR-230,PB,851.0,875.0,851,1016,,,
230BPB0160,230,BR-230,PB,Eixo Principal,Campina Grande,875.0,893.0,18.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PB|875,BR-230,PB,875.0,893.0,875,1017,,,
230BPB0170,230,BR-230,PB,Eixo Principal,Campina Grande,893.0,1124.0,231.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PB|893,BR-230,PB,893.0,1124.0,893,1018,,,
230BPB0190,230,BR-230,PB,Eixo Principal,Campina Grande,1124.0,1172.0,48.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PB|1124,BR-230,PB,1124.0,1172.0,1124,1019,,,
230BPB0210,230,BR-230,PB,Eixo Principal,Campina Grande,1172.0,1358.0,186.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PB|1172,BR-230,PB,1172.0,1358.0,1172,1020,,,
230BPB0215,230,BR-230,PB,Eixo Principal,Campina Grande,1358.0,1481.0,123.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PB|1358,BR-230,PB,1358.0,1481.0,1358,1021,,,
230BPB0220,230,BR-230,PB,Eixo Principal,Campina Grande,1481.0,1510.0,29.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PB|1481,BR-230,PB,1481.0,1510.0,1481,1022,,,
230BPB0225,230,BR-230,PB,Eixo Principal,Campina Grande,1510.0,1533.0,23.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PB|1510,BR-230,PB,1510.0,1533.0,1510,1023,,,
230BPB0230,230,BR-230,PB,Eixo Principal,Campina Grande,1533.0,1653.0,120.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PB|1533,BR-230,PB,1533.0,1653.0,1533,1024,,,
230BPB0232,230,BR-230,PB,Eixo Principal,Campina Grande,1653.0,1701.0,48.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PB|1653,BR-230,PB,1653.0,1701.0,1653,1025,,,
230BPB0235,230,BR-230,PB,Eixo Principal,Campina Grande,1701.0,1772.0,71.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PB|1701,BR-230,PB,1701.0,1772.0,1701,1026,,,
230BPB0240,230,BR-230,PB,Eixo Principal,Campina Grande,1772.0,1846.0,74.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PB|1772,BR-230,PB,1772.0,1846.0,1772,1027,,,
230BPB0250,230,BR-230,PB,Eixo Principal,Campina Grande,1846.0,2155.0,309.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PB|1846,BR-230,PB,1846.0,2155.0,1846,1028,,,
230BPB0270,230,BR-230,PB,Eixo Principal,Campina Grande,2155.0,2410.0,255.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PB|2155,BR-230,PB,2155.0,2410.0,2155,1029,,,
230BPB0280,230,BR-230,PB,Eixo Principal,Campina Grande,2410.0,2488.0,78.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PB|2410,BR-230,PB,2410.0,2488.0,2410,1030,,,
230BPB0290,230,BR-230,PB,Eixo Principal,Campina Grande,2488.0,2598.0,110.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PB|2488,BR-230,PB,2488.0,2598.0,2488,1031,,,
230BPB0295,230,BR-230,PB,Eixo Principal,Campina Grande,2598.0,2889.0,291.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PB|2598,BR-230,PB,2598.0,2889.0,2598,1032,,,
230BPB0300,230,BR-230,PB,Eixo Principal,Patos,2889.0,2912.0,23.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PB|2889,BR-230,PB,2889.0,2912.0,2889,1033,,,
230BPB0310,230,BR-230,PB,Eixo Principal,Patos,2912.0,3110.0,198.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PB|2912,BR-230,PB,2912.0,3110.0,2912,1034,,,
230BPB0315,230,BR-230,PB,Eixo Principal,Patos,3110.0,3276.0,166.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PB|3110,BR-230,PB,3110.0,3276.0,3110,1035,,,
230BPB0320,230,BR-230,PB,Eixo Principal,Patos,3276.0,3320.0,44.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PB|3276,BR-230,PB,3276.0,3320.0,3276,1036,,,
230BPB0325,230,BR-230,PB,Eixo Principal,Patos,3320.0,3330.0,10.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PB|3320,BR-230,PB,3320.0,3330.0,3320,1037,,,
230BPB0330,230,BR-230,PB,Eixo Principal,Patos,3330.0,3366.0,36.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PB|3330,BR-230,PB,3330.0,3366.0,3330,1038,,,
230BPB0335,230,BR-230,PB,Eixo Principal,Patos,3366.0,3374.0,8.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PB|3366,BR-230,PB,3366.0,3374.0,3366,1039,,,
230BPB0340,230,BR-230,PB,Eixo Principal,Patos,3374.0,3509.0,135.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PB|3374,BR-230,PB,3374.0,3509.0,3374,1040,,,
230BPB0350,230,BR-230,PB,Eixo Principal,Patos,3509.0,3652.0,143.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PB|3509,BR-230,PB,3509.0,3652.0,3509,1041,,,
230BPB0360,230,BR-230,PB,Eixo Principal,Patos,3652.0,3733.0,81.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PB|3652,BR-230,PB,3652.0,3733.0,3652,1042,,,
230BPB0365,230,BR-230,PB,Eixo Principal,Patos,3733.0,3881.0,148.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PB|3733,BR-230,PB,3733.0,3881.0,3733,1043,,,
230BPB0370,230,BR-230,PB,Eixo Principal,Patos,3881.0,4042.0,161.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PB|3881,BR-230,PB,3881.0,4042.0,3881,1044,,,
230BPB0390,230,BR-230,PB,Eixo Principal,Patos,4042.0,4142.0,100.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PB|4042,BR-230,PB,4042.0,4142.0,4042,1045,,,
230BPB0410,230,BR-230,PB,Eixo Principal,Patos,4142.0,4432.0,290.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PB|4142,BR-230,PB,4142.0,4432.0,4142,1046,,,
230BPB0430,230,BR-230,PB,Eixo Principal,Patos,4432.0,4611.0,179.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PB|4432,BR-230,PB,4432.0,4611.0,4432,1047,,,
230BPB0450,230,BR-230,PB,Eixo Principal,Patos,4611.0,4726.0,115.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PB|4611,BR-230,PB,4611.0,4726.0,4611,1048,,,
230BPB0460,230,BR-230,PB,Eixo Principal,Patos,4726.0,4772.0,46.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PB|4726,BR-230,PB,4726.0,4772.0,4726,1049,,,
230BPB0465,230,BR-230,PB,Eixo Principal,Patos,4772.0,4933.0,161.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PB|4772,BR-230,PB,4772.0,4933.0,4772,1050,,,
230BPB0470,230,BR-230,PB,Eixo Principal,Patos,4933.0,4999.0,66.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PB|4933,BR-230,PB,4933.0,4999.0,4933,1051,,,
230BPB0490,230,BR-230,PB,Eixo Principal,Patos,4999.0,5033.0,34.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PB|4999,BR-230,PB,4999.0,5033.0,4999,1052,,,
230BPB0510,230,BR-230,PB,Eixo Principal,Patos,5033.0,5126.0,93.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PB|5033,BR-230,PB,5033.0,5126.0,5033,1053,,,
230BPB0520,230,BR-230,PB,Eixo Principal,Patos,5126.0,5155.0,29.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PB|5126,BR-230,PB,5126.0,5155.0,5126,1054,,,
230BPB0525,230,BR-230,PB,Eixo Principal,Patos,5155.0,5170.0,15.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PB|5155,BR-230,PB,5155.0,5170.0,5155,1055,,,
230BPI0730,230,BR-230,PI,Eixo Principal,Picos,0.0,177.0,177.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PI|0,BR-230,PI,0.0,177.0,0,1056,,,
230BPI0740,230,BR-230,PI,Eixo Principal,Picos,177.0,181.0,4.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PI|177,BR-230,PI,177.0,181.0,177,1057,,,
230BPI0750,230,BR-230,PI,Eixo Principal,Picos,181.0,411.0,230.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PI|181,BR-230,PI,181.0,411.0,181,1058,,,
230BPI0755,230,BR-230,PI,Eixo Principal,Picos,411.0,525.0,114.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PI|411,BR-230,PI,411.0,525.0,411,1059,,,
230BPI0770,230,BR-230,PI,Eixo Principal,Picos,525.0,656.0,131.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PI|525,BR-230,PI,525.0,656.0,525,1060,,,
230BPI0775,230,BR-230,PI,Eixo Principal,Picos,656.0,777.0,121.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PI|656,BR-230,PI,656.0,777.0,656,1061,,,
230BPI0780,230,BR-230,PI,Eixo Principal,Picos,777.0,914.0,137.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PI|777,BR-230,PI,777.0,914.0,777,1062,,,
230BPI0790,230,BR-230,PI,Eixo Principal,Picos,914.0,1097.0,183.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PI|914,BR-230,PI,914.0,1097.0,914,1063,,,
230BPI0810,230,BR-230,PI,Eixo Principal,Picos,1097.0,1138.0,41.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PI|1097,BR-230,PI,1097.0,1138.0,1097,1064,,,
230BPI0830,230,BR-230,PI,Eixo Principal,Picos,1138.0,1484.0,346.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PI|1138,BR-230,PI,1138.0,1484.0,1138,1065,,,
230BPI0840,230,BR-230,PI,Eixo Principal,Picos,1484.0,1519.0,35.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PI|1484,BR-230,PI,1484.0,1519.0,1484,1066,,,
230BPI0850,230,BR-230,PI,Eixo Principal,Floriano,1519.0,1654.0,135.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PI|1519,BR-230,PI,1519.0,1654.0,1519,1067,,,
230BPI0852,230,BR-230,PI,Eixo Principal,Floriano,1654.0,1893.0,239.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PI|1654,BR-230,PI,1654.0,1893.0,1654,1068,,,
230BPI0855,230,BR-230,PI,Eixo Principal,Floriano,1893.0,1965.0,72.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PI|1893,BR-230,PI,1893.0,1965.0,1893,1069,,,
230BPI0860,230,BR-230,PI,Eixo Principal,Floriano,1965.0,1979.0,14.0,PAV,Transversal,km_crescente,Federal,nao,2025-07,BR-230|PI|1965,BR-230,PI,1965.0,1979.0,1965,1070,,,
