id_trecho,br,br_pad,uf,trecho_desc,localidade,km_ini,km_fim,ext_km,situacao,classe,sentido,jurisdicao,concessao,data_ref,chave_trecho_hint
116BPE0460,116,BR-116,PE,Eixo Principal,Salgueiro,434.0,825.0,391.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|PE|434
116BPE0470,116,BR-116,PE,Eixo Principal,Salgueiro,825.0,915.0,90.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|PE|825
116CBA1005,116,BR-116,BA,Contorno,,0.0,149.0,149.0,PLA,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|BA|0
116NBA1005,116,BR-116,BA,Anel,Vitória da Conquista,0.0,39.0,39.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|BA|0
116NBA1010,116,BR-116,BA,Anel,Vitória da Conquista,39.0,86.0,47.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|BA|39
116NBA1015,116,BR-116,BA,Anel,Vitória da Conquista,86.0,149.0,63.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|BA|86
116NBA1020,116,BR-116,BA,Anel,Vitória da Conquista,149.0,174.0,25.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|BA|149
116NBA1025,116,BR-116,BA,Anel,Vitória da Conquista,174.0,215.0,41.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|BA|174
116NBA1030,116,BR-116,BA,Anel,Vitória da Conquista,215.0,255.0,40.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|BA|215
116NBA1035,116,BR-116,BA,Anel,Vitória da Conquista,255.0,299.0,44.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|BA|255
116UCE1005,116,BR-116,CE,Travessia Urbana,Fortaleza,0.0,39.0,39.0,PAV,Longitudinal,km_crescente,Convênio Adm.Federal/Municipal,sim,2025-07,BR-116|CE|0
116UCE2005,116,BR-116,CE,Travessia Urbana,Fortaleza,0.0,64.0,64.0,PAV,Longitudinal,km_crescente,Convênio Adm.Federal/Municipal,sim,2025-07,BR-116|CE|0
116UCE3005,116,BR-116,CE,Travessia Urbana,Russas,0.0,7.0,7.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|CE|0
116UCE3010,116,BR-116,CE,Travessia Urbana,Russas,7.0,13.0,6.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|CE|7
116UCE3015,116,BR-116,CE,Travessia Urbana,Russas,13.0,23.0,10.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-116|CE|13
122BBA0381,122,BR-122,BA,Eixo Principal,Senhor do Bonfim,0.0,18.0,18.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|BA|0
122BBA0382,122,BR-122,BA,Eixo Principal,Senhor do Bonfim,18.0,44.0,26.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|BA|18
122BBA0383,122,BR-122,BA,Eixo Principal,Senhor do Bonfim,44.0,51.0,7.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|BA|44
122BBA0384,122,BR-122,BA,Eixo Principal,,51.0,99.0,48.0,PLA,Longitudinal,km_crescente,Estadual,nao,2025-07,BR-122|BA|51
122BBA0385,122,BR-122,BA,Eixo Principal,,99.0,251.0,152.0,PLA,Longitudinal,km_crescente,Estadual,nao,2025-07,BR-122|BA|99
122BBA0390,122,BR-122,BA,Eixo Principal,,251.0,360.0,109.0,PLA,Longitudinal,km_crescente,Estadual,nao,2025-07,BR-122|BA|251
122BBA0395,122,BR-122,BA,Eixo Principal,,360.0,1350.0,990.0,PLA,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|BA|360
122BBA0400,122,BR-122,BA,Eixo Principal,,1350.0,1554.0,204.0,PLA,Longitudinal,km_crescente,Estadual,nao,2025-07,BR-122|BA|1350
122BBA0410,122,BR-122,BA,Eixo Principal,,1554.0,2020.0,466.0,PLA,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|BA|1554
122BBA0415,122,BR-122,BA,Eixo Principal,Feira de Santana,2020.0,2343.0,323.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|BA|2020
122BBA0420,122,BR-122,BA,Eixo Principal,,2343.0,3088.0,745.0,PLA,Longitudinal,km_crescente,Estadual,nao,2025-07,BR-122|BA|2343
122BBA0425,122,BR-122,BA,Eixo Principal,,3088.0,3352.0,264.0,PLA,Longitudinal,km_crescente,Estadual,nao,2025-07,BR-122|BA|3088
122BBA0430,122,BR-122,BA,Eixo Principal,,3352.0,3621.0,269.0,PLA,Longitudinal,km_crescente,Estadual,nao,2025-07,BR-122|BA|3352
122BBA0435,122,BR-122,BA,Eixo Principal,,3621.0,4046.0,425.0,PLA,Longitudinal,km_crescente,Estadual,nao,2025-07,BR-122|BA|3621
122BBA0440,122,BR-122,BA,Eixo Principal,,4046.0,4130.0,84.0,PLA,Longitudinal,km_crescente,Estadual,nao,2025-07,BR-122|BA|4046
122BBA0445,122,BR-122,BA,Eixo Principal,,4130.0,4316.0,186.0,PLA,Longitudinal,km_crescente,Estadual,nao,2025-07,BR-122|BA|4130
122BBA0450,122,BR-122,BA,Eixo Principal,,4316.0,4523.0,207.0,PLA,Longitudinal,km_crescente,Estadual,nao,2025-07,BR-122|BA|4316
122BBA0455,122,BR-122,BA,Eixo Principal,,4523.0,4577.0,54.0,PLA,Longitudinal,km_crescente,Estadual,nao,2025-07,BR-122|BA|4523
122BBA0460,122,BR-122,BA,Eixo Principal,Feira de Santana,4577.0,4777.0,200.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|BA|4577
122BBA0465,122,BR-122,BA,Eixo Principal,Feira de Santana,4777.0,4961.0,184.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|BA|4777
122BBA0470,122,BR-122,BA,Eixo Principal,Feira de Santana,4961.0,5183.0,222.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|BA|4961
122BBA0480,122,BR-122,BA,Eixo Principal,Feira de Santana,5183.0,5312.0,129.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|BA|5183
122BBA0485,122,BR-122,BA,Eixo Principal,,5312.0,5505.0,193.0,PLA,Longitudinal,km_crescente,Estadual,nao,2025-07,BR-122|BA|5312
122BBA0486,122,BR-122,BA,Eixo Principal,,5505.0,5566.0,61.0,PLA,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|BA|5505
122BBA0487,122,BR-122,BA,Eixo Principal,,5566.0,5604.0,38.0,PLA,Longitudinal,km_crescente,Estadual,nao,2025-07,BR-122|BA|5566
122BBA0488,122,BR-122,BA,Eixo Principal,,5604.0,5625.0,21.0,PLA,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|BA|5604
122BBA0489,122,BR-122,BA,Eixo Principal,,5625.0,5743.0,118.0,PLA,Longitudinal,km_crescente,Estadual,nao,2025-07,BR-122|BA|5625
122BBA0490,122,BR-122,BA,Eixo Principal,,5743.0,6031.0,288.0,PLA,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|BA|5743
122BBA0495,122,BR-122,BA,Eixo Principal,,6031.0,6228.0,197.0,PLA,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|BA|6031
122BBA0500,122,BR-122,BA,Eixo Principal,,6228.0,6416.0,188.0,PLA,Longitudinal,km_crescente,Estadual,nao,2025-07,BR-122|BA|6228
122BBA0515,122,BR-122,BA,Eixo Principal,,6416.0,6734.0,318.0,PLA,Longitudinal,km_crescente,Estadual,nao,2025-07,BR-122|BA|6416
122BBA0520,122,BR-122,BA,Eixo Principal,Vitória da Conquista,6734.0,7329.0,595.0,N_PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|BA|6734
122BBA0525,122,BR-122,BA,Eixo Principal,Vitória da Conquista,7329.0,7594.0,265.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|BA|7329
122BBA0530,122,BR-122,BA,Eixo Principal,Vitória da Conquista,7594.0,7717.0,123.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|BA|7594
122BBA0545,122,BR-122,BA,Eixo Principal,Vitória da Conquista,7717.0,7802.0,85.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|BA|7717
122BBA0547,122,BR-122,BA,Eixo Principal,Vitória da Conquista,7802.0,7967.0,165.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|BA|7802
122BBA0550,122,BR-122,BA,Eixo Principal,Vitória da Conquista,7967.0,8161.0,194.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|BA|7967
122BBA0555,122,BR-122,BA,Eixo Principal,Vitória da Conquista,8161.0,8322.0,161.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|BA|8161
122BBA0560,122,BR-122,BA,Eixo Principal,Vitória da Conquista,8322.0,8645.0,323.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|BA|8322
122BBA0570,122,BR-122,BA,Eixo Principal,Vitória da Conquista,8645.0,8787.0,142.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|BA|8645
122BCE0010,122,BR-122,CE,Eixo Principal,Russas,0.0,15.0,15.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|CE|0
122BCE0012,122,BR-122,CE,Eixo Principal,Russas,15.0,50.0,35.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|CE|15
122BCE0020,122,BR-122,CE,Eixo Principal,Russas,50.0,276.0,226.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|CE|50
122BCE0030,122,BR-122,CE,Eixo Principal,Russas,276.0,368.0,92.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|CE|276
122BCE0040,122,BR-122,CE,Eixo Principal,Russas,368.0,524.0,156.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|CE|368
122BCE0050,122,BR-122,CE,Eixo Principal,Russas,524.0,963.0,439.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|CE|524
122BCE0060,122,BR-122,CE,Eixo Principal,Russas,963.0,981.0,18.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|CE|963
122BCE0062,122,BR-122,CE,Eixo Principal,Russas,981.0,1039.0,58.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|CE|981
122BCE0065,122,BR-122,CE,Eixo Principal,Russas,1039.0,1133.0,94.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|CE|1039
122BCE0070,122,BR-122,CE,Eixo Principal,Russas,1133.0,1544.0,411.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|CE|1133
122BCE0080,122,BR-122,CE,Eixo Principal,Russas,1544.0,1551.0,7.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|CE|1544
122BCE0090,122,BR-122,CE,Eixo Principal,,1551.0,2051.0,500.0,PLA,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|CE|1551
122BCE0110,122,BR-122,CE,Eixo Principal,,2051.0,2082.0,31.0,PLA,Longitudinal,km_crescente,Estadual,nao,2025-07,BR-122|CE|2051
122BCE0120,122,BR-122,CE,Eixo Principal,,2082.0,2325.0,243.0,PLA,Longitudinal,km_crescente,Estadual,nao,2025-07,BR-122|CE|2082
122BCE0130,122,BR-122,CE,Eixo Principal,,2325.0,2699.0,374.0,PLA,Longitudinal,km_crescente,Estadual,nao,2025-07,BR-122|CE|2325
122BCE0135,122,BR-122,CE,Eixo Principal,,2699.0,2862.0,163.0,PLA,Longitudinal,km_crescente,Estadual,nao,2025-07,BR-122|CE|2699
122BCE0140,122,BR-122,CE,Eixo Principal,,2862.0,2915.0,53.0,PLA,Longitudinal,km_crescente,Estadual,nao,2025-07,BR-122|CE|2862
122BCE0145,122,BR-122,CE,Eixo Principal,,2915.0,2943.0,28.0,PLA,Longitudinal,km_crescente,Estadual,nao,2025-07,BR-122|CE|2915
122BCE0150,122,BR-122,CE,Eixo Principal,,2943.0,2985.0,42.0,PLA,Longitudinal,km_crescente,Estadual,nao,2025-07,BR-122|CE|2943
122BCE0155,122,BR-122,CE,Eixo Principal,,2985.0,3230.0,245.0,PLA,Longitudinal,km_crescente,Estadual,nao,2025-07,BR-122|CE|2985
122BCE0160,122,BR-122,CE,Eixo Principal,,3230.0,3561.0,331.0,PLA,Longitudinal,km_crescente,Estadual,nao,2025-07,BR-122|CE|3230
122BCE0170,122,BR-122,CE,Eixo Principal,,3561.0,3831.0,270.0,PLA,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|CE|3561
122BCE0190,122,BR-122,CE,Eixo Principal,,3831.0,4050.0,219.0,PLA,Longitudinal,km_crescente,Estadual,nao,2025-07,BR-122|CE|3831
122BCE0193,122,BR-122,CE,Eixo Principal,,4050.0,4059.0,9.0,PLA,Longitudinal,km_crescente,Estadual,nao,2025-07,BR-122|CE|4050
122BCE0195,122,BR-122,CE,Eixo Principal,,4059.0,4104.0,45.0,PLA,Longitudinal,km_crescente,Estadual,nao,2025-07,BR-122|CE|4059
122BCE0210,122,BR-122,CE,Eixo Principal,,4104.0,4171.0,67.0,PLA,Longitudinal,km_crescente,Estadual,nao,2025-07,BR-122|CE|4104
122BCE0220,122,BR-122,CE,Eixo Principal,,4171.0,4223.0,52.0,PLA,Longitudinal,km_crescente,Estadual,nao,2025-07,BR-122|CE|4171
122BCE0230,122,BR-122,CE,Eixo Principal,,4223.0,4317.0,94.0,PLA,Longitudinal,km_crescente,Estadual,nao,2025-07,BR-122|CE|4223
122BCE0250,122,BR-122,CE,Eixo Principal,,4317.0,4484.0,167.0,PLA,Longitudinal,km_crescente,Estadual,nao,2025-07,BR-122|CE|4317
122BPE0270,122,BR-122,PE,Eixo Principal,,0.0,205.0,205.0,PLA,Longitudinal,km_crescente,Estadual,nao,2025-07,BR-122|PE|0
122BPE0290,122,BR-122,PE,Eixo Principal,,205.0,367.0,162.0,PLA,Longitudinal,km_crescente,Estadual,nao,2025-07,BR-122|PE|205
122BPE0295,122,BR-122,PE,Eixo Principal,,367.0,400.0,33.0,PLA,Longitudinal,km_crescente,Estadual,nao,2025-07,BR-122|PE|367
122BPE0300,122,BR-122,PE,Eixo Principal,,400.0,762.0,362.0,PLA,Longitudinal,km_crescente,Estadual,nao,2025-07,BR-122|PE|400
122BPE0305,122,BR-122,PE,Eixo Principal,,762.0,952.0,190.0,PLA,Longitudinal,km_crescente,Estadual,nao,2025-07,BR-122|PE|762
122BPE0310,122,BR-122,PE,Eixo Principal,,952.0,1494.0,542.0,PLA,Longitudinal,km_crescente,Estadual,nao,2025-07,BR-122|PE|952
122BPE0330,122,BR-122,PE,Eixo Principal,,1494.0,1796.0,302.0,PLA,Longitudinal,km_crescente,Estadual,nao,2025-07,BR-122|PE|1494
122BPE0340,122,BR-122,PE,Eixo Principal,,1796.0,2196.0,400.0,PLA,Longitudinal,km_crescente,Estadual,nao,2025-07,BR-122|PE|1796
122BPE0350,122,BR-122,PE,Eixo Principal,,2196.0,2538.0,342.0,PLA,Longitudinal,km_crescente,Estadual,nao,2025-07,BR-122|PE|2196
122BPE0360,122,BR-122,PE,Eixo Principal,Petrolina,2538.0,3069.0,531.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|PE|2538
122BPE0365,122,BR-122,PE,Eixo Principal,Petrolina,3069.0,3101.0,32.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|PE|3069
122BPE0370,122,BR-122,PE,Eixo Principal,Petrolina,3101.0,3109.0,8.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|PE|3101
122CBA1005,122,BR-122,BA,Contorno,,0.0,83.0,83.0,PLA,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|BA|0
122CPE2005,122,BR-122,PE,Contorno,,0.0,19.0,19.0,PLA,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|PE|0
122CPE2010,122,BR-122,PE,Contorno,,19.0,86.0,67.0,PLA,Longitudinal,km_crescente,Federal,nao,2025-07,BR-122|PE|19
135ABA1005,135,BR-135,BA,Acesso,Barreiras,0.0,13.0,13.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|BA|0
135ABA2005,135,BR-135,BA,Acesso,,0.0,3.0,3.0,PLA,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|BA|0
135ABA3005,135,BR-135,BA,Acesso,,0.0,32.0,32.0,PLA,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|BA|0
135AMA1005,135,BR-135,MA,Acesso,Pedrinhas,0.0,158.0,158.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|MA|0
135AMA1010,135,BR-135,MA,Acesso,Pedrinhas,158.0,201.0,43.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|MA|158
135AMA1015,135,BR-135,MA,Acesso,Pedrinhas,201.0,244.0,43.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|MA|201
135AMA2005,135,BR-135,MA,Acesso,Pedrinhas,0.0,7.0,7.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|MA|0
135AMA3005,135,BR-135,MA,Acesso,Pedrinhas,0.0,20.0,20.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|MA|0
135AMA4005,135,BR-135,MA,Acesso,,0.0,8.0,8.0,PLA,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|MA|0
135BBA0530,135,BR-135,BA,Eixo Principal,Barreiras,0.0,103.0,103.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|BA|0
135BBA0535,135,BR-135,BA,Eixo Principal,Barreiras,103.0,257.0,154.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|BA|103
135BBA0540,135,BR-135,BA,Eixo Principal,Barreiras,257.0,779.0,522.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|BA|257
135BBA0550,135,BR-135,BA,Eixo Principal,Barreiras,779.0,1246.0,467.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|BA|779
135BBA0570,135,BR-135,BA,Eixo Principal,Barreiras,1246.0,1714.0,468.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|BA|1246
135BBA0575,135,BR-135,BA,Eixo Principal,Barreiras,1714.0,1771.0,57.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|BA|1714
135BBA0580,135,BR-135,BA,Eixo Principal,Barreiras,1771.0,1799.0,28.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|BA|1771
135BBA0590,135,BR-135,BA,Eixo Principal,Barreiras,1799.0,2058.0,259.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|BA|1799
135BBA0591,135,BR-135,BA,Eixo Principal,Barreiras,2058.0,2280.0,222.0,N_PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|BA|2058
135BBA0592,135,BR-135,BA,Eixo Principal,Barreiras,2280.0,3064.0,784.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|BA|2280
135BBA0595,135,BR-135,BA,Eixo Principal,Barreiras,3064.0,3198.0,134.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|BA|3064
135BBA0597,135,BR-135,BA,Eixo Principal,Barreiras,3198.0,3212.0,14.0,N_PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|BA|3198
135BBA0598,135,BR-135,BA,Eixo Principal,Barreiras,3212.0,3234.0,22.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|BA|3212
135BBA0599,135,BR-135,BA,Eixo Principal,Barreiras,3234.0,3253.0,19.0,N_PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|BA|3234
135BBA0600,135,BR-135,BA,Eixo Principal,Barreiras,3253.0,3402.0,149.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|BA|3253
135BBA0603,135,BR-135,BA,Eixo Principal,Barreiras,3402.0,3448.0,46.0,N_PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|BA|3402
135BBA0604,135,BR-135,BA,Eixo Principal,Barreiras,3448.0,3486.0,38.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|BA|3448
135BBA0605,135,BR-135,BA,Eixo Principal,,3486.0,3537.0,51.0,PLA,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|BA|3486
135BBA0606,135,BR-135,BA,Eixo Principal,Cocos,3537.0,3736.0,199.0,N_PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|BA|3537
135BBA0607,135,BR-135,BA,Eixo Principal,Cocos,3736.0,3864.0,128.0,N_PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|BA|3736
135BBA0608,135,BR-135,BA,Eixo Principal,Cocos,3864.0,3919.0,55.0,N_PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|BA|3864
135BBA0610,135,BR-135,BA,Eixo Principal,Cocos,3919.0,4131.0,212.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|BA|3919
135BBA0615,135,BR-135,BA,Eixo Principal,Cocos,4131.0,4187.0,56.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|BA|4131
135BBA0620,135,BR-135,BA,Eixo Principal,Cocos,4187.0,4557.0,370.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|BA|4187
135BBA0630,135,BR-135,BA,Eixo Principal,Cocos,4557.0,4797.0,240.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|BA|4557
135BMA0020,135,BR-135,MA,Eixo Principal,Pedrinhas,0.0,76.0,76.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|MA|0
135BMA0030,135,BR-135,MA,Eixo Principal,Pedrinhas,76.0,124.0,48.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|MA|76
135BMA0040,135,BR-135,MA,Eixo Principal,Pedrinhas,124.0,244.0,120.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|MA|124
135BMA0045,135,BR-135,MA,Eixo Principal,Pedrinhas,244.0,249.0,5.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|MA|244
135BMA0050,135,BR-135,MA,Eixo Principal,Pedrinhas,249.0,513.0,264.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|MA|249
135BMA0060,135,BR-135,MA,Eixo Principal,Pedrinhas,513.0,673.0,160.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|MA|513
135BMA0065,135,BR-135,MA,Eixo Principal,Pedrinhas,673.0,696.0,23.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|MA|673
135BMA0075,135,BR-135,MA,Eixo Principal,Pedrinhas,696.0,708.0,12.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|MA|696
135BMA0080,135,BR-135,MA,Eixo Principal,Pedrinhas,708.0,959.0,251.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|MA|708
135BMA0090,135,BR-135,MA,Eixo Principal,Pedrinhas,959.0,1044.0,85.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|MA|959
135BMA0110,135,BR-135,MA,Eixo Principal,Pedrinhas,1044.0,1276.0,232.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|MA|1044
135BMA0130,135,BR-135,MA,Eixo Principal,Pedrinhas,1276.0,1345.0,69.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|MA|1276
135BMA0132,135,BR-135,MA,Eixo Principal,Pedrinhas,1345.0,1790.0,445.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|MA|1345
135BMA0135,135,BR-135,MA,Eixo Principal,Pedrinhas,1790.0,1998.0,208.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|MA|1790
135BMA0150,135,BR-135,MA,Eixo Principal,Caxias,1998.0,2248.0,250.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|MA|1998
135BMA0170,135,BR-135,MA,Eixo Principal,Caxias,2248.0,2352.0,104.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|MA|2248
135BMA0190,135,BR-135,MA,Eixo Principal,Caxias,2352.0,2917.0,565.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|MA|2352
135BMA0210,135,BR-135,MA,Eixo Principal,Caxias,2917.0,3102.0,185.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|MA|2917
135BMA0230,135,BR-135,MA,Eixo Principal,Caxias,3102.0,3235.0,133.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|MA|3102
135BMA0235,135,BR-135,MA,Eixo Principal,Caxias,3235.0,3396.0,161.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|MA|3235
135BMA0240,135,BR-135,MA,Eixo Principal,Presidente Dutra,3396.0,3418.0,22.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|MA|3396
135BMA0250,135,BR-135,MA,Eixo Principal,Presidente Dutra,3418.0,3585.0,167.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|MA|3418
135BMA0252,135,BR-135,MA,Eixo Principal,Presidente Dutra,3585.0,3759.0,174.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|MA|3585
135BMA0270,135,BR-135,MA,Eixo Principal,Presidente Dutra,3759.0,3916.0,157.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|MA|3759
135BMA0272,135,BR-135,MA,Eixo Principal,Presidente Dutra,3916.0,4117.0,201.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|MA|3916
135BMA0280,135,BR-135,MA,Eixo Principal,Presidente Dutra,4117.0,4316.0,199.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|MA|4117
135BMA0285,135,BR-135,MA,Eixo Principal,Presidente Dutra,4316.0,4327.0,11.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|MA|4316
135BMA0290,135,BR-135,MA,Eixo Principal,Presidente Dutra,4327.0,4762.0,435.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|MA|4327
135BMA0292,135,BR-135,MA,Eixo Principal,Presidente Dutra,4762.0,4959.0,197.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|MA|4762
135BMA0293,135,BR-135,MA,Eixo Principal,Presidente Dutra,4959.0,4966.0,7.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|MA|4959
135BMA0298,135,BR-135,MA,Eixo Principal,Presidente Dutra,4966.0,4970.0,4.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|MA|4966
135BMA0300,135,BR-135,MA,Eixo Principal,Presidente Dutra,4970.0,4977.0,7.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|MA|4970
135BMA0302,135,BR-135,MA,Eixo Principal,Presidente Dutra,4977.0,5149.0,172.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|MA|4977
135BMA0310,135,BR-135,MA,Eixo Principal,Barão de Grajaú,5149.0,5356.0,207.0,PAV,Longitudinal,km_crescente,Federal,nao,2025-07,BR-135|MA|5149
